name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,state,status
Miki Harnage,1900-01-01,1698,92129,2011-07-01,1460.0,1460.0,122,San Diego,San Diego County,CA,low risk
Odessa Mcgown,1993-02-07,1832,92155,2011-08-01,1392.0,1392.0,29,San Diego,San Diego County,CA,low risk
Cheri Kennon,1950-07-01,380,92169,2010-10-01,1241.0,1241.0,72,San Diego,San Diego County,CA,low risk
Marvella Westling,1900-01-01,1622,92172,2010-05-08,1761.0,1761.0,122,San Diego,San Diego County,CA,low risk
Michelle Grell,1971-04-15,1689,92111,2010-04-01,1698.0,1698.0,51,San Diego,San Diego County,CA,low risk
Melony Seavey,1900-01-01,1664,92123,2010-10-01,1481.0,1481.0,122,San Diego,San Diego County,CA,low risk
Emerson Vaz,1900-01-01,685,92167,2012-07-01,1857.0,1857.0,122,San Diego,San Diego County,CA,low risk
Lavone Witter,1983-06-10,1353,92165,2012-07-01,1863.0,1863.0,39,San Diego,San Diego County,CA,low risk
Cheryle Gillies,1957-04-02,384,92124,2010-02-03,-221.1,1474.0,65,San Diego,San Diego County,CA,low risk
Theda Howard,1900-01-01,2260,92161,2012-09-01,1850.0,1850.0,122,San Diego,San Diego County,CA,low risk
Rosalind Reinbold,1900-01-01,1975,92139,2012-05-02,1322.0,1322.0,122,San Diego,San Diego County,CA,low risk
Marisol Mcpartland,1900-01-01,1598,92198,2012-08-03,1621.0,1621.0,122,San Diego,San Diego County,CA,low risk
Austin Sharrock,1900-01-01,170,92133,2011-09-01,1533.0,1533.0,122,San Diego,San Diego County,CA,low risk
Kurt Clute,1956-04-13,1289,92158,2012-08-01,1410.0,1410.0,66,San Diego,San Diego County,CA,low risk
Darren Tucker,1974-01-20,511,92101,2011-03-01,1756.0,1756.0,48,San Diego,San Diego County,CA,low risk
Deshawn Bohler,1970-10-04,570,92101,2012-04-01,1147.0,1147.0,52,San Diego,San Diego County,CA,low risk
Janell Huffman,1989-01-09,1032,92109,2010-09-01,1489.0,1489.0,33,San Diego,San Diego County,CA,low risk
Molly Steve,1900-01-01,1725,92192,2010-08-06,2035.0,2035.0,122,San Diego,San Diego County,CA,low risk
Shantae Bewley,1969-10-10,2082,92111,2010-12-01,1008.0,1008.0,53,San Diego,San Diego County,CA,low risk
Cindy Poovey,1900-01-01,403,92105,2010-12-01,1391.0,1391.0,122,San Diego,San Diego County,CA,low risk
Dominic Garofalo,1981-12-24,590,92159,2011-04-01,1602.0,1602.0,41,San Diego,San Diego County,CA,low risk
Russ Mchale,1977-04-20,2015,92137,2012-06-01,1744.0,1744.0,45,San Diego,San Diego County,CA,low risk
Fletcher Omara,1977-09-25,778,92162,2010-06-01,1654.0,1654.0,45,San Diego,San Diego County,CA,low risk
Shantae Bewley,1969-10-10,2082,92111,2011-08-01,1008.0,1008.0,53,San Diego,San Diego County,CA,low risk
Melida Demaree,1900-01-01,1657,92127,2012-06-01,1384.0,1384.0,122,San Diego,San Diego County,CA,low risk
Candace Yau,1988-03-27,283,92111,2012-08-01,1594.0,1594.0,34,San Diego,San Diego County,CA,low risk
Nickole Compton,2000-10-06,1789,92166,2011-09-01,1661.0,1661.0,22,San Diego,San Diego County,CA,low risk
Beverley Lister,1980-09-17,210,92168,2012-06-01,1149.0,1149.0,42,San Diego,San Diego County,CA,low risk
Porfirio Machnik,1985-02-25,1892,92160,2011-07-01,1255.0,1255.0,37,San Diego,San Diego County,CA,low risk
Altagracia Harting,1974-01-23,66,92109,2010-09-01,572.0,572.0,48,San Diego,San Diego County,CA,low risk
Brant Spires,1974-06-09,239,92191,2011-07-07,1900.0,1900.0,48,San Diego,San Diego County,CA,low risk
Tianna Greenwell,1983-01-14,2273,92190,2010-08-01,1597.0,1597.0,39,San Diego,San Diego County,CA,low risk
Giuseppe Hellmann,1900-01-01,861,92116,2012-06-01,658.0,658.0,122,San Diego,San Diego County,CA,low risk
Fran Cardinal,1951-11-26,793,92106,2010-11-02,1504.0,1504.0,71,San Diego,San Diego County,CA,low risk
Margery Singleterry,1900-01-01,1570,92167,2012-02-05,1288.0,1288.0,122,San Diego,San Diego County,CA,low risk
Zoila Buth,1960-11-18,2471,92166,2010-02-01,825.0,825.0,62,San Diego,San Diego County,CA,low risk
Maida Curci,1900-01-01,1532,92116,2011-12-08,1337.0,1337.0,122,San Diego,San Diego County,CA,low risk
Gemma Sala,1970-10-24,825,92192,2011-10-01,1636.0,1636.0,52,San Diego,San Diego County,CA,low risk
Jamaal Noon,1900-01-01,1019,92111,2010-04-01,1138.0,1138.0,122,San Diego,San Diego County,CA,low risk
Carline Restrepo,1963-01-06,302,92176,2011-07-07,1322.0,1322.0,59,San Diego,San Diego County,CA,low risk
Tracey Chrisman,1900-01-01,2314,92123,2012-07-01,1483.0,1483.0,122,San Diego,San Diego County,CA,low risk
Abraham Maggi,1900-01-01,5,92160,2011-12-05,1269.0,1269.0,122,San Diego,San Diego County,CA,low risk
Ola Haggett,1989-04-09,1835,92129,2012-05-01,974.0,974.0,33,San Diego,San Diego County,CA,low risk
Krystina Hills,2001-07-16,1286,92132,2010-07-01,1610.0,1610.0,21,San Diego,San Diego County,CA,low risk
Claretta Carasco,1964-11-25,409,92170,2011-10-08,-231.6,1544.0,58,San Diego,San Diego County,CA,low risk
Mack Perrault,1900-01-01,1507,92115,2011-01-08,1599.0,1599.0,122,San Diego,San Diego County,CA,low risk
Jodie Dildine,1900-01-01,1122,92177,2012-08-01,1398.0,1398.0,122,San Diego,San Diego County,CA,low risk
Keitha Claude,1982-08-16,1234,92155,2010-02-01,1322.0,1322.0,40,San Diego,San Diego County,CA,low risk
Kaycee Wilkin,1900-01-01,1220,92136,2012-08-01,1133.0,1133.0,122,San Diego,San Diego County,CA,low risk
Erich Corr,1900-01-01,708,92121,2011-04-01,1367.0,1367.0,122,San Diego,San Diego County,CA,low risk
Shantae Bewley,1969-10-10,2082,92111,2012-06-01,1008.0,1008.0,53,San Diego,San Diego County,CA,low risk
Breanna Hodgkins,1966-04-20,241,92129,2011-09-01,1213.0,1213.0,56,San Diego,San Diego County,CA,low risk
Pearly Shipe,1900-01-01,1875,92127,2012-07-01,1470.0,1470.0,122,San Diego,San Diego County,CA,low risk
Natashia Litwin,1900-01-01,1762,92130,2011-03-01,1113.0,1113.0,122,San Diego,San Diego County,CA,low risk
Damien Rathbun,1900-01-01,474,92103,2011-05-05,1580.0,1580.0,122,San Diego,San Diego County,CA,low risk
Marita Iannuzzi,1900-01-01,1600,92124,2010-11-05,1713.0,1713.0,122,San Diego,San Diego County,CA,low risk
Jeannette Bartels,1900-01-01,1083,92104,2012-05-01,1003.0,1003.0,122,San Diego,San Diego County,CA,low risk
Elyse Haner,1900-01-01,681,92176,2012-02-01,1352.0,1352.0,122,San Diego,San Diego County,CA,low risk
Magaly Krebs,1900-01-01,1526,92147,2012-03-01,1814.0,1814.0,122,San Diego,San Diego County,CA,low risk
Rhona Shipton,2019-06-10,1944,92133,2012-03-01,1225.0,1225.0,3,San Diego,San Diego County,CA,low risk
Derick Maus,1900-01-01,567,92195,2011-12-05,1089.0,1089.0,122,San Diego,San Diego County,CA,low risk
Lala Vaca,1995-04-02,1311,92150,2010-11-01,-250.8,1672.0,27,San Diego,San Diego County,CA,low risk
Paulina Clouser,1900-01-01,1868,92198,2012-07-01,1095.0,1095.0,122,San Diego,San Diego County,CA,low risk
Misti Twining,1964-02-01,1718,92176,2010-10-01,718.0,718.0,58,San Diego,San Diego County,CA,low risk
Claudie Demuth,1900-01-01,416,92176,2011-11-01,-169.65,1131.0,122,San Diego,San Diego County,CA,low risk
Valene Cortese,1979-03-08,2352,92123,2012-03-03,1208.0,1208.0,43,San Diego,San Diego County,CA,low risk
Sabina Auston,1900-01-01,2023,92162,2012-05-01,1947.0,1947.0,122,San Diego,San Diego County,CA,low risk
Piper Twombly,1982-06-12,1890,92108,2010-12-01,1387.0,1387.0,40,San Diego,San Diego County,CA,low risk
Pricilla Janowski,1995-01-16,1896,92140,2010-07-01,1905.0,1905.0,27,San Diego,San Diego County,CA,low risk
Nannie Richey,1900-01-01,1756,92132,2012-03-01,1252.0,1252.0,122,San Diego,San Diego County,CA,low risk
Kittie Benoit,1966-10-21,1269,92113,2011-08-01,1378.0,1378.0,56,San Diego,San Diego County,CA,low risk
Seymour Zawacki,2002-06-06,2065,92195,2012-05-05,1592.0,1592.0,20,San Diego,San Diego County,CA,low risk
Donald Goudy,1976-01-20,595,92177,2011-10-01,1546.0,1546.0,46,San Diego,San Diego County,CA,low risk
Shanel Sproles,1976-01-17,2074,92139,2011-07-01,1757.0,1757.0,46,San Diego,San Diego County,CA,low risk
Alberto Huling,1900-01-01,34,92166,2011-07-01,1819.0,1819.0,122,San Diego,San Diego County,CA,low risk
Gwendolyn Licea,1991-08-12,894,92128,2011-01-05,1358.0,1358.0,31,San Diego,San Diego County,CA,low risk
Beryl Roeser,1979-08-21,202,92150,2011-04-01,1297.0,1297.0,43,San Diego,San Diego County,CA,low risk
Reynalda Lebron,1900-01-01,1942,92176,2011-06-01,1844.0,1844.0,122,San Diego,San Diego County,CA,low risk
Daniell Blasi,1972-08-09,485,92182,2010-09-01,1745.0,1745.0,50,San Diego,San Diego County,CA,low risk
Luigi Chew,1979-12-06,1482,92182,2011-03-01,-223.2,1488.0,43,San Diego,San Diego County,CA,low risk
Major Alfonso,1900-01-01,1538,92108,2011-09-01,1957.0,1957.0,122,San Diego,San Diego County,CA,low risk
Clorinda Looby,1980-09-04,431,92127,2011-03-03,1287.0,1287.0,42,San Diego,San Diego County,CA,low risk
Callie Colvard,1900-01-01,274,92192,2011-06-01,1836.0,1836.0,122,San Diego,San Diego County,CA,low risk
Sondra Squillace,2002-05-10,2155,92136,2011-04-01,1520.0,1520.0,20,San Diego,San Diego County,CA,low risk
Luanne Eppler,1900-01-01,1469,92170,2010-06-01,1991.0,1991.0,122,San Diego,San Diego County,CA,low risk
Denyse Kung,1900-01-01,564,92112,2011-02-01,1485.0,1485.0,122,San Diego,San Diego County,CA,low risk
Merrilee Winegarden,1900-01-01,1676,92162,2011-09-03,1258.0,1258.0,122,San Diego,San Diego County,CA,low risk
Ivette Orbison,1977-01-03,994,92172,2012-01-01,1715.0,1715.0,45,San Diego,San Diego County,CA,low risk
Jewel Jiang,1996-11-08,1114,92160,2011-07-01,1321.0,1321.0,26,San Diego,San Diego County,CA,low risk
Johanna Philpot,1992-07-25,1130,92196,2011-06-01,1244.0,1244.0,30,San Diego,San Diego County,CA,low risk
Carlo Harrelson,1900-01-01,304,92194,2011-02-01,1642.0,1642.0,122,San Diego,San Diego County,CA,low risk
Korey Valasquez,1900-01-01,1273,92159,2011-03-01,1366.0,1366.0,122,San Diego,San Diego County,CA,low risk
Bethel Kelson,1900-01-01,203,92114,2010-07-01,1206.0,1206.0,122,San Diego,San Diego County,CA,low risk
Nanette Burbank,1985-04-13,1752,92106,2010-12-01,1948.0,1948.0,37,San Diego,San Diego County,CA,low risk
Zoila Faler,1966-11-20,2472,92112,2011-02-01,1396.0,1396.0,56,San Diego,San Diego County,CA,low risk
Delmar Facey,1900-01-01,541,92161,2011-06-01,1587.0,1587.0,122,San Diego,San Diego County,CA,low risk
Agnus Abadie,2000-11-11,19,92177,2010-04-01,1599.0,1599.0,22,San Diego,San Diego County,CA,low risk
Annemarie Vankleeck,1988-05-02,114,92169,2012-08-01,1677.0,1677.0,34,San Diego,San Diego County,CA,low risk
Tora Scheffel,1979-11-27,2307,92176,2010-03-01,1185.0,1185.0,43,San Diego,San Diego County,CA,low risk
Mellissa Ardon,1900-01-01,1661,92176,2011-09-01,1330.0,1330.0,122,San Diego,San Diego County,CA,low risk
Irina Situ,1962-08-10,979,92197,2011-11-06,2158.0,2158.0,60,San Diego,San Diego County,CA,low risk
Roosevelt Plump,1982-04-13,1969,92116,2011-10-04,1563.0,1563.0,40,San Diego,San Diego County,CA,low risk
Nubia Wikoff,1900-01-01,1822,92114,2012-07-01,1666.0,1666.0,122,San Diego,San Diego County,CA,low risk
Debbie Holley,1900-01-01,531,92134,2012-03-01,1458.0,1458.0,122,San Diego,San Diego County,CA,low risk
Cleta Kinsman,1988-12-05,427,92169,2010-09-06,1861.0,1861.0,34,San Diego,San Diego County,CA,low risk
Ruthe Aleman,1979-04-07,2017,92133,2011-10-01,675.0,675.0,43,San Diego,San Diego County,CA,low risk
Norma Hartl,1900-01-01,1816,92147,2010-08-01,1520.0,1520.0,122,San Diego,San Diego County,CA,low risk
Gema Gomer,1900-01-01,822,92195,2011-09-01,1016.0,1016.0,122,San Diego,San Diego County,CA,low risk
Amos Penhollow,1979-01-27,84,92171,2012-06-01,947.0,947.0,43,San Diego,San Diego County,CA,low risk
Cortez Cangelosi,1900-01-01,453,92133,2010-10-01,1135.0,1135.0,122,San Diego,San Diego County,CA,low risk
Bernadine Schuett,1900-01-01,195,92164,2011-06-01,1929.0,1929.0,122,San Diego,San Diego County,CA,low risk
Vernetta Hennessy,1900-01-01,2369,92126,2011-09-01,1592.0,1592.0,122,San Diego,San Diego County,CA,low risk
Alice Summerford,1971-07-02,52,92101,2012-04-01,1026.0,1026.0,51,San Diego,San Diego County,CA,low risk
Tony Story,2005-01-19,2305,92154,2012-07-01,1647.0,1647.0,17,San Diego,San Diego County,CA,low risk
Yessenia Willson,1996-10-09,2451,92121,2011-04-01,1321.0,1321.0,26,San Diego,San Diego County,CA,low risk
Arnette Crays,1989-10-21,150,92122,2010-04-01,1452.0,1452.0,33,San Diego,San Diego County,CA,low risk
Chau Well,1900-01-01,376,92111,2010-10-01,1191.0,1191.0,122,San Diego,San Diego County,CA,low risk
Antoinette Belding,1982-09-26,120,92128,2012-07-01,825.0,825.0,40,San Diego,San Diego County,CA,low risk
Marica Burkey,1975-11-06,1581,92170,2010-03-02,932.0,932.0,47,San Diego,San Diego County,CA,low risk
Ian Mcmillon,1900-01-01,965,92131,2011-09-01,1414.0,1414.0,122,San Diego,San Diego County,CA,low risk
Roslyn Derouin,1955-07-08,1992,92149,2011-03-01,636.0,636.0,67,San Diego,San Diego County,CA,low risk
Fe Taber,1900-01-01,769,92161,2012-04-01,1024.0,1024.0,122,San Diego,San Diego County,CA,low risk
Salvatore Brannon,1900-01-01,2034,92109,2010-09-01,1179.0,1179.0,122,San Diego,San Diego County,CA,low risk
Kaylee Harder,1900-01-01,1224,92195,2011-11-01,1462.0,1462.0,122,San Diego,San Diego County,CA,low risk
Collene Larocco,1959-06-24,442,92137,2011-10-01,1871.0,1871.0,63,San Diego,San Diego County,CA,low risk
Nichol Yocum,1995-12-09,1787,92132,2011-06-01,1421.0,1421.0,27,San Diego,San Diego County,CA,low risk
Cayla Butters,1974-12-23,342,92179,2010-06-01,1801.0,1801.0,48,San Diego,San Diego County,CA,low risk
Rufus Repka,1900-01-01,2010,92147,2012-05-02,1728.0,1728.0,122,San Diego,San Diego County,CA,low risk
Vincent Darcangelo,1966-03-19,2382,92165,2010-08-01,1583.0,1583.0,56,San Diego,San Diego County,CA,low risk
Simone Tezeno,1900-01-01,2145,92177,2012-04-01,1693.0,1693.0,122,San Diego,San Diego County,CA,low risk
Janna Lautenschlage,1900-01-01,1048,92108,2011-09-01,1489.0,1489.0,122,San Diego,San Diego County,CA,low risk
Chau Well,1900-01-01,376,92111,2012-02-01,1191.0,1191.0,122,San Diego,San Diego County,CA,low risk
Janetta Bassett,1900-01-01,1036,92138,2012-01-01,1119.0,1119.0,122,San Diego,San Diego County,CA,low risk
Deneen Yeaman,1900-01-01,559,92135,2011-11-01,1815.0,1815.0,122,San Diego,San Diego County,CA,low risk
Nieves Mercier,1900-01-01,1796,92164,2011-02-01,1486.0,1486.0,122,San Diego,San Diego County,CA,low risk
Sherron Sigala,1900-01-01,2125,92166,2011-12-01,1741.0,1741.0,122,San Diego,San Diego County,CA,low risk
Jacquelyn Sergent,1900-01-01,1008,92179,2011-01-01,1764.0,1764.0,122,San Diego,San Diego County,CA,low risk
Jaquelyn Brower,1900-01-01,1050,92170,2011-11-01,1661.0,1661.0,122,San Diego,San Diego County,CA,low risk
Sharri Lipson,1900-01-01,2093,92129,2010-02-01,1175.0,1175.0,122,San Diego,San Diego County,CA,low risk
Tamiko Seago,2015-03-04,2208,92145,2011-06-07,1074.0,1074.0,7,San Diego,San Diego County,CA,low risk
Beryl Roeser,1979-08-21,202,92150,2011-08-01,1297.0,1297.0,43,San Diego,San Diego County,CA,low risk
Arthur Finnie,1900-01-01,153,92195,2012-01-01,1206.0,1206.0,122,San Diego,San Diego County,CA,low risk
Oda Kogan,1900-01-01,1828,92187,2011-07-03,1716.0,1716.0,122,San Diego,San Diego County,CA,low risk
Leisa Pettry,1900-01-01,1378,92175,2012-03-01,1379.0,1379.0,122,San Diego,San Diego County,CA,low risk
Carolynn Torgrimson,1977-06-17,326,92199,2011-02-01,1491.0,1491.0,45,San Diego,San Diego County,CA,low risk
Dusti Rueb,1900-01-01,615,92184,2010-11-02,1717.0,1717.0,122,San Diego,San Diego County,CA,low risk
Shayne Urick,1900-01-01,2106,92196,2010-11-01,1417.0,1417.0,122,San Diego,San Diego County,CA,low risk
Coleen Jeter,1974-05-16,434,92127,2010-08-01,1208.0,1208.0,48,San Diego,San Diego County,CA,low risk
Erminia Boehmer,1900-01-01,713,92159,2010-07-02,1791.0,1791.0,122,San Diego,San Diego County,CA,low risk
Kirstie Wilcoxen,1900-01-01,1263,92199,2012-01-01,2226.0,2226.0,122,San Diego,San Diego County,CA,low risk
Helga Walston,1977-02-11,930,92121,2012-05-01,1515.0,1515.0,45,San Diego,San Diego County,CA,low risk
Ivonne Ransom,1993-05-28,997,92190,2011-12-01,1834.0,1834.0,29,San Diego,San Diego County,CA,low risk
Matilda Rothman,1900-01-01,1640,92172,2011-01-05,1279.0,1279.0,122,San Diego,San Diego County,CA,low risk
Louvenia Meuser,1900-01-01,1461,92132,2012-03-02,1520.0,1520.0,122,San Diego,San Diego County,CA,low risk
Johana Ozment,2013-03-02,1129,92121,2012-04-01,1614.0,1614.0,9,San Diego,San Diego County,CA,low risk
Janetta Bassett,1900-01-01,1036,92138,2012-07-01,1119.0,1119.0,122,San Diego,San Diego County,CA,low risk
Jeffie Helzer,1900-01-01,1084,92152,2010-02-01,1904.0,1904.0,122,San Diego,San Diego County,CA,low risk
Karyn Halvorson,1986-01-13,1205,92160,2012-05-01,1883.0,1883.0,36,San Diego,San Diego County,CA,low risk
Hanh Birdsall,1984-08-15,907,92112,2010-12-01,1826.0,1826.0,38,San Diego,San Diego County,CA,low risk
Chastity Dowell,1991-03-20,372,92172,2010-07-01,1484.0,1484.0,31,San Diego,San Diego County,CA,low risk
Maggie Balls,1900-01-01,1529,92150,2010-07-01,1587.0,1587.0,122,San Diego,San Diego County,CA,low risk
Johanne Michels,1900-01-01,1134,92128,2012-01-01,1847.0,1847.0,122,San Diego,San Diego County,CA,low risk
Sharolyn Martines,1900-01-01,2089,92116,2010-11-01,1834.0,1834.0,122,San Diego,San Diego County,CA,low risk
Meghan Poynter,1976-05-20,1652,92129,2010-09-01,1767.0,1767.0,46,San Diego,San Diego County,CA,low risk
Oneida Broome,1965-12-17,1843,92107,2012-04-01,1549.0,1549.0,57,San Diego,San Diego County,CA,low risk
Adelia Terwilliger,1951-10-03,12,92121,2010-12-01,1469.0,1469.0,71,San Diego,San Diego County,CA,low risk
Chelsie Brewton,1973-03-08,377,92124,2012-06-01,1297.0,1297.0,49,San Diego,San Diego County,CA,low risk
Olevia Koss,1976-04-17,1837,92164,2010-10-01,1243.0,1243.0,46,San Diego,San Diego County,CA,low risk
Tiffany Demaris,2011-02-12,2275,92194,2011-09-01,1587.0,1587.0,11,San Diego,San Diego County,CA,low risk
Elia Veasey,1972-11-17,657,92111,2011-05-01,1455.0,1455.0,50,San Diego,San Diego County,CA,low risk
Noreen Porras,1989-08-09,1815,92132,2011-12-03,1961.0,1961.0,33,San Diego,San Diego County,CA,low risk
Noel Lupien,1900-01-01,1806,92199,2010-08-01,753.0,753.0,122,San Diego,San Diego County,CA,low risk
Chana Santamaria,1947-07-04,356,92167,2012-02-01,1192.0,1192.0,75,San Diego,San Diego County,CA,low risk
Caren Knell,1938-12-02,294,92175,2010-10-01,1825.0,1825.0,84,San Diego,San Diego County,CA,low risk
Ka Evensen,1900-01-01,1180,92190,2011-01-01,1447.0,1447.0,122,San Diego,San Diego County,CA,low risk
Kaylee Harder,1900-01-01,1224,92195,2012-07-01,1462.0,1462.0,122,San Diego,San Diego County,CA,low risk
Vanesa Lefort,1900-01-01,2358,92160,2010-11-01,1473.0,1473.0,122,San Diego,San Diego County,CA,low risk
Eden Tibbals,1996-02-25,622,92134,2010-08-01,1672.0,1672.0,26,San Diego,San Diego County,CA,low risk
Nubia Blassingame,1988-04-08,1820,92154,2011-10-01,1524.0,1524.0,34,San Diego,San Diego County,CA,low risk
Dick Loaiza,1954-05-06,578,92113,2012-01-01,1502.0,1502.0,68,San Diego,San Diego County,CA,low risk
Ursula Celestine,1989-07-05,2350,92166,2012-02-01,1667.0,1667.0,33,San Diego,San Diego County,CA,low risk
Latrisha Suire,1900-01-01,1346,92102,2012-02-01,1477.0,1477.0,122,San Diego,San Diego County,CA,low risk
Norberto Lamphere,1971-02-11,1811,92163,2011-12-01,1743.0,1743.0,51,San Diego,San Diego County,CA,low risk
Jodie Dildine,1900-01-01,1122,92177,2012-07-01,1398.0,1398.0,122,San Diego,San Diego County,CA,low risk
Krysten Scruggs,1900-01-01,1285,92111,2010-11-01,1824.0,1824.0,122,San Diego,San Diego County,CA,low risk
Merle Ranallo,1900-01-01,1671,92139,2010-09-01,1226.0,1226.0,122,San Diego,San Diego County,CA,low risk
Toya Mohammed,1900-01-01,2311,92169,2011-06-01,1340.0,1340.0,122,San Diego,San Diego County,CA,low risk
Chana Furniss,1900-01-01,354,92163,2010-04-01,998.0,998.0,122,San Diego,San Diego County,CA,low risk
Arnette Finnell,1940-12-11,152,92160,2012-07-01,1802.0,1802.0,82,San Diego,San Diego County,CA,low risk
Tosha Aquilar,1900-01-01,2309,92120,2011-06-01,1652.0,1652.0,122,San Diego,San Diego County,CA,low risk
Estell Mcfatridge,1976-05-14,721,92161,2012-03-01,1751.0,1751.0,46,San Diego,San Diego County,CA,low risk
Soledad Vetter,1900-01-01,2151,92182,2010-09-01,2081.0,2081.0,122,San Diego,San Diego County,CA,low risk
Luanna Buchwald,1977-01-05,1468,92191,2010-08-01,1267.0,1267.0,45,San Diego,San Diego County,CA,low risk
Racquel Jimenez,1983-11-06,1905,92119,2012-07-01,1301.0,1301.0,39,San Diego,San Diego County,CA,low risk
Jenee Childers,1900-01-01,1088,92122,2011-04-01,1452.0,1452.0,122,San Diego,San Diego County,CA,low risk
Gema Gomer,1900-01-01,822,92195,2010-07-01,1016.0,1016.0,122,San Diego,San Diego County,CA,low risk
Dorla Bogart,1979-04-09,602,92155,2010-10-01,1888.0,1888.0,43,San Diego,San Diego County,CA,low risk
