name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age
Tonie Hossain,1900-01-01,2301,92187,2010-02-01,1770.0,1770.0,122
Lashawn Rotella,1985-12-05,1336,92190,2011-11-01,0.0,1930.0,37
Zackary Narducci,1900-01-01,2466,92176,2012-02-01,1509.0,1509.0,122
Rossana Janecek,1900-01-01,1994,92142,2011-04-01,2053.0,2053.0,122
Na Warburton,1900-01-01,1771,92193,2012-07-01,1767.0,1767.0,122
Kimbra Sorenson,1900-01-01,1258,92107,2011-10-01,1721.0,1721.0,122
Gala Griffis,1951-04-27,813,92195,2011-11-01,1159.0,1159.0,71
Gracie Strasburg,1900-01-01,874,92113,2012-03-01,1708.0,1708.0,122
Gudrun Pettey,1976-11-07,889,92104,2011-01-09,2333.0,2121.0,46
Ramonita Mathewson,1900-01-01,1911,92139,2010-10-03,1652.0,1652.0,122
Emmett Livermore,1987-11-08,701,92170,2010-05-01,1502.0,1502.0,35
Kylie Beumer,1900-01-01,1299,92171,2011-02-01,1687.0,1687.0,122
Ahmad Eagles,1900-01-01,22,92190,2011-10-01,2038.0,2038.0,122
Wilmer Carlin,1900-01-01,2435,92114,2011-05-01,1627.0,1627.0,122
Glady Bonanno,1900-01-01,866,92113,2010-10-09,1827.0,1661.0,122
Morris Poage,1900-01-01,1730,92137,2010-08-01,1617.0,1617.0,122
Mercedez Purdie,1900-01-01,1667,92187,2011-01-02,1206.0,1206.0,122
Octavia Robins,1973-05-02,1825,92165,2012-04-01,-246.6,1644.0,49
Jonna Newcomb,1900-01-01,1145,92159,2012-05-14,1619.0,1472.0,122
Rubin Hauck,1900-01-01,2004,92161,2011-08-01,1937.0,1937.0,122
Dion Justin,1900-01-01,582,92131,2012-05-01,1583.0,1583.0,122
Luana Pegram,1900-01-01,1464,92163,2012-02-03,1424.0,1424.0,122
Sheryll Isenberg,1900-01-01,2128,92115,2012-08-01,896.0,896.0,122
Iva Bizzell,1964-08-03,990,92154,2011-10-01,1306.0,1306.0,58
Shanon Shrewsbury,1900-01-01,2081,92158,2012-07-02,734.0,734.0,122
Dorris Velez,1955-11-25,603,92109,2012-06-01,1813.0,1813.0,67
Denny Paschall,1900-01-01,561,92130,2012-07-01,1077.0,1077.0,122
Harlan Colletti,1973-04-22,909,92105,2011-07-01,1033.0,1033.0,49
Gaylord Pergande,1970-06-22,819,92169,2012-01-01,1719.0,1719.0,52
Breanna Bowden,1964-02-20,240,92167,2012-01-01,1623.0,1623.0,58
Cherilyn Kelsey,1988-04-13,382,92108,2011-06-01,1515.0,1515.0,34
Candance Dively,1993-08-13,284,92164,2010-07-01,1384.0,1384.0,29
Janette Flowers,1900-01-01,1037,92182,2010-06-30,1769.0,1539.0,122
Monique Tonkin,1976-08-26,1727,92184,2011-03-03,1521.0,1521.0,46
Phung Craw,1954-02-09,1887,92162,2012-01-01,1257.0,1257.0,68
Malcolm Casali,1980-08-12,1540,92101,2010-07-15,973.0,885.0,42
Anamaria Hamernik,1960-10-09,88,92102,2012-02-01,1282.0,1282.0,62
Racquel Jimenez,1983-11-06,1905,92119,2012-03-01,1301.0,1301.0,39
Danyelle Minder,1900-01-01,495,92112,2011-06-01,1737.0,1737.0,122
Dorris Velez,1955-11-25,603,92109,2010-08-01,1813.0,1813.0,67
Kandice Mayweather,1900-01-01,1189,92152,2011-07-01,1478.0,1478.0,122
Gilda Hamilton,2001-11-04,851,92145,2010-05-09,1799.0,1636.0,21
Caitlyn Kulesza,1987-11-26,270,92165,2010-05-01,1448.0,1448.0,35
Efren Wilk,1939-10-05,634,92193,2011-07-01,2298.0,2298.0,83
Ettie Rozek,1983-04-09,731,92127,2012-04-01,1360.0,1360.0,39
Selene Giraud,1900-01-01,2060,92150,2010-12-01,1287.0,1287.0,122
Corine Modzelewski,1900-01-01,448,92103,2010-11-03,1928.0,1928.0,122
Zola Howley,1984-02-04,2474,92102,2011-08-01,1021.0,1021.0,38
Rolande Westby,1900-01-01,1959,92107,2011-03-10,1676.0,1524.0,122
Otha Pingree,1900-01-01,1849,92109,2010-08-04,1934.0,1934.0,122
Shanda Wyche,1964-08-20,2069,92105,2010-08-01,1544.0,1544.0,58
Ruthe Aleman,1979-04-07,2017,92133,2010-11-01,675.0,675.0,43
Bertha Dearman,1900-01-01,200,92122,2010-09-01,1107.0,1107.0,122
Jamee Roundtree,1900-01-01,1021,92193,2010-11-16,1156.0,1051.0,122
Nelle Domingues,1900-01-01,1773,92196,2012-04-06,1342.0,1342.0,122
Elda Owusu,1900-01-01,640,92147,2010-10-01,1056.0,1056.0,122
Denny Paschall,1900-01-01,561,92130,2012-05-01,1077.0,1077.0,122
Zoila Faler,1966-11-20,2472,92112,2011-12-01,1396.0,1396.0,56
Emmett Livermore,1987-11-08,701,92170,2010-08-01,1502.0,1502.0,35
Harold Bobby,1900-01-01,914,92172,2012-06-01,1208.0,1208.0,122
Tianna Greenwell,1983-01-14,2273,92190,2011-12-01,1597.0,1597.0,39
Cleotilde Carty,1900-01-01,423,92123,2010-05-01,1744.0,1744.0,122
Tori Blaker,1900-01-01,2308,92128,2011-05-12,1698.0,1544.0,122
Tuan Delrio,1975-07-05,2335,92135,2011-04-01,1701.0,1701.0,47
Lynell Hermes,1971-11-20,1497,92107,2012-05-01,1565.0,1565.0,51
Jade Martensen,1900-01-01,1012,92194,2010-07-01,1657.0,1657.0,122
Ollie Zank,1900-01-01,1842,92106,2012-01-01,1204.0,1204.0,122
Dayna Kerfoot,1900-01-01,522,92163,2010-08-01,1315.0,1315.0,122
Elsa Vivas,1900-01-01,674,92165,2012-08-01,1131.0,1131.0,122
Meghann Moorman,1981-11-01,1651,92119,2012-06-11,940.0,855.0,41
Verena Rini,1973-06-23,2364,92129,2011-06-01,2011.0,2011.0,49
Lynsey Juhl,2011-07-07,1501,92166,2011-09-01,1233.0,1233.0,11
Glady Sautter,1900-01-01,867,92177,2012-02-07,1736.0,1736.0,122
Kori Lockamy,2011-10-11,1276,92174,2012-08-01,2117.0,2117.0,11
Kary Bechard,1900-01-01,1204,92136,2011-07-01,1621.0,1621.0,122
Merle Ranallo,1900-01-01,1671,92139,2010-05-01,1226.0,1226.0,122
Mertie Hoskins,1968-03-19,1679,92107,2011-10-03,1190.0,1190.0,54
Dahlia Pedrick,1900-01-01,466,92196,2011-10-09,1622.0,1475.0,122
Maura Acton,1980-05-03,1644,92115,2012-08-01,1671.0,1671.0,42
Carey Rhines,1900-01-01,295,92102,2012-02-09,1948.0,1771.0,122
Marina Pankey,1964-01-06,1596,92147,2010-09-01,825.0,825.0,58
Peter Hurley,1980-12-04,1885,92165,2011-10-01,1133.0,1133.0,42
Tonia Muniz,1900-01-01,2298,92111,2010-04-01,1512.0,1512.0,122
Gaynell Neff,1968-12-11,821,92136,2011-12-07,1332.0,1332.0,54
Florine Vu,1900-01-01,786,92112,2011-08-01,1839.0,1839.0,122
Clifford Hammersley,2008-08-09,429,92114,2012-07-01,1354.0,1354.0,14
Nathaniel Prahl,1900-01-01,1767,92110,2010-09-09,1570.0,1256.0,122
Mertie Hoskins,1968-03-19,1679,92107,2011-09-03,1190.0,1190.0,54
Dionne Aman,1900-01-01,584,92147,2012-10-13,1262.0,1010.0,122
Yessenia Oconnor,1900-01-01,2450,92116,2011-02-10,1568.0,1426.0,122
Ying Koogler,1900-01-01,2455,92166,2010-02-01,1474.0,1474.0,122
Eleonore Tatman,1900-01-01,653,92132,2010-12-01,1671.0,1671.0,122
Rose Marin,1900-01-01,1989,92176,2012-03-04,1930.0,1930.0,122
Audry Talarico,1962-07-09,161,92116,2010-03-01,1195.0,1195.0,60
Shawn Drane,1991-02-12,2099,92110,2012-07-01,2026.0,2026.0,31
Karmen Kroner,1900-01-01,1196,92192,2012-07-01,1404.0,1404.0,122
Foster Modeste,1968-09-07,792,92139,2010-04-01,1359.0,1359.0,54
Gaylord Pergande,1970-06-22,819,92169,2012-02-01,1719.0,1719.0,52
Luigi Chew,1979-12-06,1482,92182,2010-10-01,1488.0,1488.0,43
Candyce Vandervoort,1900-01-01,291,92121,2012-07-09,1798.0,1635.0,122
Rudy Stirling,2005-04-02,2008,92136,2011-05-01,1362.0,1362.0,17
Merri Trees,1989-08-18,1677,92135,2011-01-08,1456.0,1456.0,33
Tonie Laberge,1978-04-11,2302,92142,2011-11-01,1660.0,1660.0,44
Annabel Rolph,1969-07-04,108,92147,2011-12-01,1434.0,1434.0,53
Luisa Geibel,1982-09-27,1484,92130,2011-10-01,1132.0,1132.0,40
Elmira Crudup,1992-05-23,670,92136,2010-12-01,1818.0,1818.0,30
Veronica Ingalls,1984-09-20,2374,92192,2010-11-10,1545.0,1405.0,38
Fe Ditch,1900-01-01,757,92158,2010-07-01,1244.0,1244.0,122
Kayleigh Marchant,1986-11-04,1225,92172,2010-05-01,1538.0,1538.0,36
Chester Heron,1900-01-01,388,92120,2011-12-01,2081.0,2081.0,122
Carmelina Burress,1900-01-01,308,92158,2011-03-01,1362.0,1362.0,122
Mardell Skoglund,1982-08-07,1557,92162,2012-03-01,1613.0,1613.0,40
Emmaline Isett,1900-01-01,699,92117,2011-09-01,2018.0,2018.0,122
Rupert Hutchings,1997-06-25,2011,92177,2010-08-01,1405.0,1405.0,25
Shanika Harlow,1994-06-13,2076,92113,2012-04-01,1257.0,1257.0,28
Aurora Mccarley,1970-09-02,168,92154,2011-09-02,1531.0,1531.0,52
Hwa Teske,1900-01-01,961,92176,2010-04-01,1012.0,1012.0,122
Wilber Haymon,1985-12-15,2419,92174,2012-04-16,1519.0,1381.0,37
Jenny Magby,1973-01-26,1099,92145,2011-10-02,1427.0,1427.0,49
Ethelyn Joesph,1900-01-01,725,92109,2011-08-01,1743.0,1743.0,122
Dwight Neisler,1983-01-12,617,92122,2011-05-09,1284.0,1168.0,39
Paulette Currence,1900-01-01,1867,92176,2012-03-01,1492.0,1492.0,122
Venessa Ishibashi,1900-01-01,2360,92132,2010-10-06,1172.0,1172.0,122
Maura Acton,1980-05-03,1644,92115,2012-06-01,1671.0,1671.0,42
Mack Perrault,1900-01-01,1507,92115,2012-04-02,1599.0,1599.0,122
Vernetta Hennessy,1900-01-01,2369,92126,2011-05-01,0.0,1592.0,122
Jenee Lillie,1900-01-01,1089,92153,2011-12-01,2057.0,2057.0,122
Giselle Hillhouse,1991-09-12,856,92147,2012-08-02,1199.0,1199.0,31
Denny Webber,1989-03-12,563,92115,2010-04-01,1886.0,1886.0,33
Wendell Blackmer,1977-06-14,2417,92164,2011-11-11,1856.0,1688.0,45
Kurt Diver,1964-04-22,1290,92175,2011-08-05,1506.0,1506.0,58
Malik Alexandre,1984-11-02,1541,92116,2011-02-04,1508.0,1508.0,38
Nery Villafana,1980-04-19,1775,92101,2012-02-24,2187.0,1902.0,42
Carolina Keppel,2003-07-09,320,92172,2010-03-06,1440.0,1440.0,19
Freeman Strzelecki,1975-03-20,807,92160,2012-03-01,1789.0,1789.0,47
Chana Santamaria,1947-07-04,356,92167,2010-03-01,1192.0,1192.0,75
Antonina Sokolowski,1900-01-01,123,92108,2012-04-01,1293.0,1293.0,122
Emilio Niehaus,1900-01-01,695,92152,2011-08-16,1459.0,1327.0,122
Aida Kittel,1972-11-03,26,92113,2011-12-10,875.0,796.0,50
Alice Summerford,1971-07-02,52,92101,2012-01-01,1026.0,1026.0,51
Lelah Capshaw,1986-03-28,1379,92169,2012-03-25,2439.0,2121.0,36
Kandice Mayweather,1900-01-01,1189,92152,2011-09-01,1478.0,1478.0,122
Kiara Paquet,1955-05-08,1250,92162,2010-12-01,1266.0,1266.0,67
Wally Lavoie,1971-02-06,2401,92115,2011-11-01,1693.0,1693.0,51
Graham Monaghan,1970-12-03,876,92172,2010-02-01,1563.0,1563.0,52
Annett Pooley,1900-01-01,116,92102,2011-04-10,1742.0,1584.0,122
Chau Well,1900-01-01,376,92111,2011-04-01,1191.0,1191.0,122
Lyman Deer,1970-03-11,1492,92128,2012-09-03,1616.0,1616.0,52
Shera Caruthers,1986-03-15,2113,92186,2010-11-06,1515.0,1515.0,36
Yun Guimond,1900-01-01,2462,92160,2011-11-01,1461.0,1461.0,122
Sylvester Grief,1900-01-01,2195,92184,2010-05-01,1751.0,1751.0,122
Oneida Broome,1965-12-17,1843,92107,2012-04-01,1549.0,1549.0,57
Jeana Pace,1969-04-05,1076,92191,2011-11-04,1429.0,1429.0,53
Eugenia Jaffe,1900-01-01,735,92129,2010-10-04,1630.0,1630.0,122
Johnna Carpino,1900-01-01,1136,92174,2011-08-01,1409.0,1409.0,122
Tinisha Metheny,1900-01-01,2280,92142,2012-07-01,1230.0,1230.0,122
Bertha Dearman,1900-01-01,200,92122,2010-03-01,1107.0,1107.0,122
Darin Greenwald,1997-12-21,508,92166,2011-08-01,1278.0,1278.0,25
Catrice Tyree,1978-04-14,340,92116,2011-01-02,1364.0,1364.0,44
Rutha Harshaw,1965-03-12,2016,92191,2010-06-02,1717.0,1374.0,57
Earline Helmick,1989-06-22,620,92170,2011-05-01,1204.0,1204.0,33
Verla Harlin,1900-01-01,2367,92163,2012-08-01,1391.0,1391.0,122
Debbie Holley,1900-01-01,530,92160,2010-09-01,1753.0,1753.0,122
Ward Ealy,1957-07-06,2410,92147,2010-02-01,1618.0,1618.0,65
Tawanna Porath,1900-01-01,2229,92113,2012-02-01,1646.0,1646.0,122
Teresia Edling,1900-01-01,2244,92131,2011-03-01,1769.0,1769.0,122
Arnette Crays,1989-10-21,150,92122,2010-05-02,1452.0,1452.0,33
Jackie Hottinger,2010-10-19,1001,92194,2011-05-03,1974.0,1974.0,12
Helga Deshon,1900-01-01,928,92149,2010-07-01,2034.0,2034.0,122
Lynda Santucci,1900-01-01,1495,92199,2012-05-01,1444.0,1444.0,122
Monique Tonkin,1976-08-26,1727,92184,2012-06-05,1521.0,1521.0,46
Chery Sherrill,1988-02-25,385,92132,2010-12-01,1613.0,1613.0,34
Alleen Litz,1966-07-19,59,92129,2012-08-01,2055.0,2055.0,56
Germaine Ritzer,1978-10-24,839,92158,2012-02-01,1428.0,1428.0,44
Freida Poirer,1957-03-17,808,92170,2010-02-01,1096.0,1096.0,65
Joaquin Stephenson,1983-09-20,1120,92168,2011-03-01,-224.55,1497.0,39
Alfred Virgen,1987-01-19,49,92159,2012-01-01,1889.0,1889.0,35
Evonne Waltz,1996-10-11,750,92123,2010-04-01,1752.0,1752.0,26
Sharolyn Martines,1900-01-01,2089,92116,2012-01-01,1834.0,1834.0,122
Rufus Repka,1900-01-01,2010,92147,2011-12-01,1728.0,1728.0,122
Marinda Vitti,1977-05-23,1597,92134,2011-07-08,1470.0,1470.0,45
Eugenia Jaffe,1900-01-01,735,92129,2010-05-01,1630.0,1630.0,122
Abe Prophet,2014-02-08,4,92161,2011-02-02,1143.0,1143.0,8
Frederica Keisler,1975-02-26,806,92165,2012-07-01,1239.0,1239.0,47
Jared Cobble,1979-01-11,1052,92175,2011-03-07,1506.0,1506.0,43
Gwendolyn Licea,1991-08-12,894,92128,2011-01-05,1358.0,1358.0,31
Rebekah Eichhorn,1953-11-27,1926,92152,2012-09-01,1874.0,1874.0,69
Keenan Chung,1971-10-13,1230,92131,2011-06-01,1357.0,1357.0,51
Birgit Strackbein,1900-01-01,214,92194,2010-04-01,1662.0,1662.0,122
Sarah Hewes,1949-04-06,2053,92165,2012-02-01,1323.0,1323.0,73
Ivan Berrey,1989-03-13,992,92113,2010-12-05,1602.0,1282.0,33
Cherise Chaney,1900-01-01,383,92132,2011-12-01,1789.0,1789.0,122
Elliot Loera,1900-01-01,664,92179,2011-01-01,1417.0,1417.0,122
Kori Lockamy,2011-10-11,1276,92174,2011-11-01,2117.0,2117.0,11
Isabella Davisson,1972-08-19,982,92109,2010-10-01,1494.0,1494.0,50
Germaine Shutts,1900-01-01,840,92123,2010-08-01,1040.0,1040.0,122
Reyes Gullickson,2016-07-23,1941,92150,2010-11-01,1625.0,1625.0,6
Ocie Mccomb,1976-10-20,1824,92196,2010-06-01,1250.0,1250.0,46
Nichole Nethery,1900-01-01,1786,92123,2012-06-17,1403.0,1220.0,122
Xiomara Blanks,1970-08-15,2440,92165,2012-06-08,1974.0,1974.0,52
Kyla Meldrum,1968-08-04,1293,92128,2011-08-01,1208.0,1208.0,54
Mellissa Ardon,1900-01-01,1661,92176,2011-09-01,1330.0,1330.0,122
Carolina Keppel,2003-07-09,320,92172,2012-06-09,1584.0,1440.0,19
Roslyn Springs,1900-01-01,1993,92182,2012-06-01,2167.0,2167.0,122
Sudie Galante,1957-05-08,2183,92105,2011-01-06,1208.0,1208.0,65
Halley Ellenburg,1990-07-22,901,92191,2010-11-01,1424.0,1424.0,32
Lizeth Mcpheeters,1900-01-01,1434,92120,2012-06-03,1579.0,1579.0,122
Mia Zarate,1900-01-01,1680,92192,2012-09-01,1762.0,1762.0,122
Brande Buttner,1983-07-10,238,92134,2011-01-03,1443.0,1443.0,39
Merilyn Branscum,1900-01-01,1668,92115,2012-05-01,1458.0,1458.0,122
King Nygard,1970-03-20,1259,92139,2012-01-01,1195.0,1195.0,52
Merry Quisenberry,1999-02-27,1678,92163,2011-11-01,1485.0,1485.0,23
Vanesa Hetherington,1962-05-14,2357,92163,2010-08-05,1445.0,1445.0,60
Mirella Milot,2003-06-21,1714,92192,2012-01-11,1620.0,1473.0,19
Lonna Meek,1900-01-01,1444,92194,2011-01-10,1947.0,1770.0,122
Nicolas Ripley,1900-01-01,1792,92138,2010-02-01,1555.0,1555.0,122
Ryan Stanton,1900-01-01,2022,92174,2011-11-02,1482.0,1482.0,122
Oscar Howarth,1900-01-01,1846,92182,2011-09-02,1150.0,1150.0,122
Emile Farney,1900-01-01,690,92195,2012-08-01,1540.0,1540.0,122
Korey Valasquez,1900-01-01,1273,92159,2011-02-01,1366.0,1366.0,122
Valene Cortese,1979-03-08,2352,92123,2011-05-03,1208.0,1208.0,43
Beryl Frison,1966-06-26,201,92117,2011-01-01,1521.0,1521.0,56
Leida Yap,1988-04-21,1371,92124,2011-04-01,1716.0,1716.0,34
Elly Escamilla,1970-04-11,668,92126,2012-01-01,1994.0,1994.0,52
Ken Litchfield,1981-07-24,1243,92134,2010-03-03,1859.0,1859.0,41
Penelope Alarcon,1900-01-01,1879,92169,2011-12-05,1205.0,1205.0,122
Lynetta Soltani,1900-01-01,1498,92172,2011-03-01,1316.0,1316.0,122
Verdie Domingo,1975-12-15,2363,92124,2010-12-01,1634.0,1634.0,47
Giuseppina Payeur,1998-03-03,864,92177,2010-07-01,1796.0,1796.0,24
Kasi Kilgo,1900-01-01,1209,92132,2012-09-01,1539.0,1539.0,122
Marci Whitelaw,1900-01-01,1555,92121,2012-07-01,1689.0,1689.0,122
Sharda Weld,1989-12-01,2086,92133,2011-07-09,2457.0,2234.0,33
Shanel Sproles,1976-01-17,2074,92139,2012-01-01,1757.0,1757.0,46
Caitlyn Kulesza,1987-11-26,270,92165,2010-07-01,1448.0,1448.0,35
Harlan Colletti,1973-04-22,909,92105,2011-05-01,1033.0,1033.0,49
Kemberly Currence,1900-01-01,1236,92190,2011-02-01,1902.0,1902.0,122
Earlean Cichon,1900-01-01,619,92104,2011-12-14,1161.0,1056.0,122
Jackson Noland,2007-07-11,1004,92140,2012-05-01,1393.0,1393.0,15
Jarrod Nowacki,1900-01-01,1055,92167,2011-05-02,1347.0,1347.0,122
Josue Baden,1987-07-21,1160,92112,2012-08-01,1903.0,1903.0,35
Brant Spires,1974-06-09,239,92191,2011-08-02,1900.0,1900.0,48
Gussie Cornette,1963-03-04,891,92139,2010-02-01,1971.0,1971.0,59
Adrien Schlagel,1900-01-01,16,92170,2012-01-01,1369.0,1369.0,122
Kristal Meals,1900-01-01,1280,92134,2010-10-22,2332.0,2028.0,122
Myrtle Ng,1983-10-24,1743,92177,2011-05-01,1239.0,1239.0,39
Melvin Doe,1900-01-01,1665,92177,2012-01-01,1353.0,1353.0,122
Iesha Gaskamp,1900-01-01,967,92164,2010-06-06,1481.0,1481.0,122
Rubye Hetherington,1900-01-01,2005,92104,2010-03-01,1548.0,1548.0,122
Jame Metzer,1900-01-01,1024,92194,2012-07-01,1586.0,1586.0,122
Danny Charland,1989-04-28,494,92108,2010-09-05,1333.0,1333.0,33
Myrna Larmon,1992-02-09,1741,92197,2010-04-01,1669.0,1669.0,30
Marjory Kite,1900-01-01,1602,92145,2012-05-01,1637.0,1637.0,122
Tyler Schlatter,1900-01-01,2342,92196,2011-05-01,1326.0,1326.0,122
Ivan Berrey,1989-03-13,992,92113,2012-08-10,1410.0,1282.0,33
Wilford Mackin,1965-01-04,2421,92158,2010-02-01,1376.0,1376.0,57
Coleen Jeter,1974-05-16,434,92127,2010-03-01,1208.0,1208.0,48
Dick Loaiza,1954-05-06,578,92113,2011-01-01,-225.3,1502.0,68
Camila Mess,1973-06-01,279,92149,2010-06-01,1824.0,1824.0,49
Leisa Corriveau,1982-11-11,1377,92163,2011-12-01,1497.0,1497.0,40
Caitlyn Lindsley,1900-01-01,271,92138,2011-11-03,941.0,941.0,122
Felicia Quesnel,1975-07-12,762,92162,2010-09-01,1781.0,1781.0,47
Raelene Freitas,1900-01-01,1907,92197,2012-07-11,2090.0,1900.0,122
Sharonda Abril,1900-01-01,2090,92169,2012-09-10,1508.0,1371.0,122
Pricilla Janowski,1995-01-16,1896,92140,2010-08-01,1905.0,1905.0,27
Alyssa Mintz,1900-01-01,76,92198,2011-09-01,1726.0,1726.0,122
Daisey Myles,1991-01-14,468,92139,2010-04-01,896.0,896.0,31
Lee Bickford,1972-11-11,1368,92158,2012-01-14,1193.0,1085.0,50
Tamisha Trumbull,2002-02-02,2209,92174,2011-12-01,1505.0,1505.0,20
Norman Easterwood,1900-01-01,1818,92115,2011-11-01,1777.0,1777.0,122
Therese Carrier,1900-01-01,2261,92196,2011-04-01,1593.0,1593.0,122
Waneta Zaremba,1971-10-18,2405,92149,2010-03-01,1588.0,1588.0,51
Eden Tibbals,1996-02-25,622,92134,2010-02-02,1672.0,1672.0,26
Tameika Hamernik,1988-12-25,2204,92102,2010-09-01,1681.0,1681.0,34
Adrien Schlagel,1900-01-01,16,92170,2012-05-01,1369.0,1369.0,122
Simone Tezeno,1900-01-01,2145,92177,2011-11-01,1693.0,1693.0,122
Bobbi Guerette,1984-11-04,225,92129,2011-07-12,2179.0,1981.0,38
Ocie Mccomb,1976-10-20,1824,92196,2010-10-01,1250.0,1250.0,46
Vina Sheedy,1979-04-10,2381,92122,2010-03-01,2092.0,2092.0,43
Toshiko Sacco,1900-01-01,2310,92187,2011-08-02,0.0,692.0,122
Willene Shears,1900-01-01,2429,92186,2011-10-01,1662.0,1662.0,122
Ruthe Aleman,1979-04-07,2017,92133,2011-10-01,675.0,675.0,43
Jesus Bedoya,1900-01-01,1111,92198,2010-06-02,1238.0,1238.0,122
Gala Griffis,1951-04-27,813,92195,2010-12-01,1159.0,1159.0,71
Lynell Hermes,1971-11-20,1496,92117,2010-04-01,1745.0,1745.0,51
Kirk Ricard,1973-12-11,1261,92122,2012-07-01,1745.0,1745.0,49
Karima Germany,1951-05-23,1192,92154,2011-06-01,1321.0,1321.0,71
Ivan Berrey,1989-03-13,992,92113,2011-12-14,1410.0,1282.0,33
Ngan Wickline,1900-01-01,1780,92113,2011-12-01,1822.0,1822.0,122
Kacey Quesenberry,1900-01-01,1178,92139,2011-12-03,1760.0,1760.0,122
Jaimie Tsang,1900-01-01,1015,92171,2010-12-03,1578.0,1578.0,122
Lenita Setton,1982-10-28,1383,92170,2010-04-09,1227.0,1116.0,40
Carl Hickerson,1950-08-13,300,92198,2010-09-01,1697.0,1697.0,72
Oda Poirer,1900-01-01,1829,92197,2010-03-01,1352.0,1352.0,122
Ivan Berrey,1989-03-13,992,92113,2012-04-05,1282.0,1282.0,33
Sadie Selph,1987-07-21,2029,92191,2011-03-08,1400.0,1400.0,35
Jasper Vanleer,1900-01-01,1062,92119,2011-05-01,1591.0,1591.0,122
Coleen March,1900-01-01,435,92120,2011-05-01,937.0,937.0,122
Terrilyn Giles,1963-02-03,2253,92196,2011-08-01,1913.0,1913.0,59
Leola Derrickson,1900-01-01,1389,92171,2011-07-01,0.0,1421.0,122
Annett Pooley,1900-01-01,116,92102,2010-08-10,1742.0,1584.0,122
Barton Twine,1957-05-08,183,92154,2010-03-01,1441.0,1441.0,65
Carmelita Ritzer,1969-03-09,311,92136,2011-01-01,1471.0,1471.0,53
Oliva Jorgenson,1900-01-01,1840,92155,2012-07-09,1877.0,1707.0,122
Kurt Diver,1964-04-22,1290,92175,2010-02-08,1506.0,1506.0,58
Tyson High,1985-11-13,2349,92158,2010-09-01,2182.0,2182.0,37
Kizzy Finkbeiner,1967-11-22,1271,92176,2011-03-01,1369.0,1369.0,55
Ashton Girouard,1999-02-19,156,92168,2010-08-01,1135.0,1135.0,23
Leesa Lade,1900-01-01,1370,92162,2010-11-06,1304.0,1304.0,122
Luanna Buchwald,1977-01-05,1468,92191,2011-03-01,0.0,1267.0,45
Alton Barber,1987-06-03,68,92179,2012-09-01,1585.0,1585.0,35
Pedro Outland,1978-10-06,1876,92161,2011-04-01,1204.0,1204.0,44
Janay Benny,1965-11-21,1028,92109,2012-05-01,1731.0,1731.0,57
Luigi Bagwell,1985-03-08,1481,92124,2012-02-01,1354.0,1354.0,37
Chieko Zamora,1965-06-27,390,92150,2010-04-01,1956.0,1956.0,57
Dana Mckamey,1900-01-01,480,92167,2010-07-01,1656.0,1656.0,122
Fe Leader,1900-01-01,758,92195,2012-06-01,1414.0,1414.0,122
Iva Bizzell,1964-08-03,990,92154,2011-01-01,1306.0,1306.0,58
Lala Vaca,1995-04-02,1311,92150,2010-06-01,1672.0,1672.0,27
Sanora Bondy,2014-05-25,2047,92126,2010-05-01,1374.0,1374.0,8
Queen Heideman,1981-05-21,1900,92132,2011-12-01,1305.0,1305.0,41
Sharonda Mackson,1987-11-11,2091,92132,2010-02-06,1488.0,1488.0,35
Mabel Sawicki,1900-01-01,1503,92111,2010-07-01,1934.0,1934.0,122
Antonina Sokolowski,1900-01-01,123,92108,2011-11-01,1293.0,1293.0,122
Clare Tilly,1956-12-21,407,92155,2012-09-01,1723.0,1723.0,66
Kemberly Currence,1900-01-01,1236,92190,2012-01-02,1902.0,1902.0,122
Michelle Grell,1971-04-15,1689,92111,2010-09-01,1698.0,1698.0,51
Gerry Hitchman,1900-01-01,841,92108,2011-09-01,1874.0,1874.0,122
Raymon Maul,1975-09-28,1919,92149,2012-08-01,855.0,855.0,47
Candelaria Dibble,1958-05-18,285,92149,2010-11-01,1185.0,1185.0,64
Jasper Vanleer,1900-01-01,1062,92119,2012-04-01,1591.0,1591.0,122
Jolanda Dambrosio,2000-07-28,1139,92109,2012-01-01,1796.0,1796.0,22
Vernie Whitelaw,1900-01-01,2372,92168,2010-10-01,1543.0,1543.0,122
Colene Fitts,1982-07-08,436,92139,2010-02-01,1435.0,1435.0,40
Phillip Burden,1900-01-01,1886,92121,2010-06-09,1525.0,1387.0,122
Carter Kaczorowski,1968-05-14,330,92166,2012-08-01,1448.0,1448.0,54
Boyd Silliman,1900-01-01,229,92175,2012-02-06,1331.0,1065.0,122
Efren Wilk,1939-10-05,634,92193,2010-11-01,2298.0,2298.0,83
Ngoc Milner,1959-08-02,1781,92108,2010-06-16,1930.0,1755.0,63
Delfina Snider,1900-01-01,538,92195,2012-09-08,1555.0,1555.0,122
Tyler Schlatter,1900-01-01,2342,92196,2011-12-01,1326.0,1326.0,122
Ahmed Lisby,1959-01-15,24,92103,2011-10-01,1641.0,1641.0,63
Clemmie Lawrence,1958-08-15,422,92111,2011-06-02,1171.0,1171.0,64
Nevada Buggs,1900-01-01,1776,92153,2012-05-01,933.0,933.0,122
Samella Leija,1980-09-27,2038,92120,2010-09-01,1922.0,1922.0,42
