name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,lat,lng,housingUnits,occupiedHousingUnits,medianIncome,population,state,status
Jennie Lofton,1900-01-01,1098,92130,1,1615.0,1615.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Salvatore Brannon,1900-01-01,2034,92109,1,1179.0,1179.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Fletcher Omara,1977-09-25,779,92123,1,1460.0,1460.0,45,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Bambi Leppert,1961-05-14,178,92109,1,1602.0,1602.0,61,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
India Linehan,1963-03-06,972,92122,1,1004.0,1004.0,59,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Angeles Bucholtz,1900-01-01,91,92122,1,1353.0,1353.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Tammy Jone,1981-05-10,2211,92120,1,1490.0,1490.0,41,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Kamala Harrison,1900-01-01,1187,92128,1,1358.0,1358.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Sharice Mooneyhan,1900-01-01,2088,92104,1,1444.0,1444.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Yevette Vickers,1900-01-01,2453,92106,1,1693.0,1693.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Violeta Cleary,1900-01-01,2388,92108,1,1230.0,1230.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Burl Nevius,1900-01-01,267,92102,1,1852.0,1852.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Douglas Halbrook,1900-01-01,609,92107,1,1866.0,1866.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Sulema Scheffler,1987-03-20,2187,92107,1,1652.0,1652.0,35,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Chante Mowery,1900-01-01,361,92129,1,1555.0,1555.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Shanda Kubik,1900-01-01,2068,92111,1,1104.0,1104.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Delmar Tousant,1900-01-01,543,92116,1,1443.0,1443.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Vickey Bruggeman,1900-01-01,2379,92139,1,2066.0,2066.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Ardith Citizen,1900-01-01,131,92122,1,1924.0,1924.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Trudie Barret,1900-01-01,2330,92101,1,1947.0,1947.0,122,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,low risk
Zona Thorton,1900-01-01,2475,92124,1,1661.0,1661.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Adaline Santos,1986-08-22,7,92124,1,1279.0,1279.0,36,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Dane Reeve,2005-08-19,481,92109,1,1387.0,1387.0,17,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Ardith Citizen,1900-01-01,131,92122,1,1924.0,1924.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Janay Benny,1965-11-21,1028,92109,1,1731.0,1731.0,57,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Erik Gullett,1954-11-03,710,92122,1,1322.0,1322.0,68,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Elise Ramsdell,1900-01-01,659,92130,1,1558.0,1558.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Kristy Pitt,1900-01-01,1282,92131,1,1865.0,1865.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Yong Wurth,1992-04-14,2458,92154,1,1587.0,1587.0,30,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Ardith Citizen,1900-01-01,131,92122,1,1924.0,1924.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Tomeka Ehrhardt,1900-01-01,2289,92111,1,1223.0,1223.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Cary Steveson,1900-01-01,331,92126,1,1406.0,1406.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Mistie Kersh,1900-01-01,1717,92115,1,1684.0,1684.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Tawny Lipsey,1984-12-08,2231,92139,1,1356.0,1356.0,38,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Sherman Westberry,1981-09-05,2122,92123,1,2062.0,2062.0,41,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Jerlene Rummel,1900-01-01,1102,92117,1,1234.0,1234.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Beatris Schneider,1900-01-01,185,92120,1,1514.0,1514.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Alva Guadarrama,1989-10-11,69,92119,1,1948.0,1948.0,33,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Adaline Santos,1986-08-22,7,92124,1,1279.0,1279.0,36,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Ethelene Monaco,1900-01-01,724,92109,1,1086.0,1086.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Melida Demaree,1900-01-01,1657,92127,1,1384.0,1384.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Deshawn Bohler,1970-10-04,570,92101,1,1147.0,1147.0,52,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,low risk
Sabra Haslett,1984-12-10,2024,92130,1,1422.0,1422.0,38,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Wally Lavoie,1971-02-06,2401,92115,1,1693.0,1693.0,51,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Lloyd Holbert,1900-01-01,1437,92115,1,1810.0,1810.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Carmine Montelongo,1971-02-09,315,92124,1,1648.0,1648.0,51,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Miki Harnage,1900-01-01,1698,92129,1,1460.0,1460.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Bennie Schunk,1969-05-27,194,92109,1,1415.0,1415.0,53,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Hai Doiron,1900-01-01,899,92110,1,977.0,977.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Lawerence Schaible,1968-06-11,1357,92111,1,1860.0,1860.0,54,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Carlena Holeman,1989-02-23,299,92123,1,1328.0,1328.0,33,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Bernetta Nebel,1966-05-24,198,92102,1,1876.0,1876.0,56,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Blair Schroder,1973-08-01,216,92122,1,1557.0,1557.0,49,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Denny Webber,1989-03-12,563,92115,1,1886.0,1886.0,33,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Dwana Burdo,1986-08-23,616,92122,1,1613.0,1613.0,36,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Eliana Earl,1900-01-01,655,92104,1,1494.0,1494.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Wally Lavoie,1971-02-06,2401,92115,1,1693.0,1693.0,51,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Harland Wyse,1976-10-17,912,92128,1,1995.0,1995.0,46,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Maryland Ashmore,1900-01-01,1630,92131,1,1957.0,1957.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Patti Mauch,1900-01-01,1865,92117,1,1455.0,1455.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Wanetta Fyfe,1900-01-01,2408,92113,1,1916.0,1916.0,122,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Octavia Stoddard,1900-01-01,1827,92121,1,1233.0,1233.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Elanor Situ,1900-01-01,638,92114,1,1840.0,1840.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Joselyn Sunde,1900-01-01,1154,92130,1,1532.0,1532.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Catrice Tyree,1978-04-14,340,92116,1,1364.0,1364.0,44,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Gilda Hamilton,2001-11-04,850,92108,1,1597.0,1597.0,21,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Elise Ramsdell,1900-01-01,659,92130,1,1558.0,1558.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Breanne Haught,1979-05-09,242,92131,1,1416.0,1416.0,43,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Armanda Primus,1973-08-24,146,92111,1,1384.0,1384.0,49,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Cheryle Gillies,1957-04-02,384,92124,1,1474.0,1474.0,65,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Bennie Schunk,1969-05-27,194,92109,1,1415.0,1415.0,53,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Marla Lytch,1900-01-01,1603,92106,1,1634.0,1634.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Edison Laymon,1968-11-28,623,92111,1,1383.0,1383.0,54,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
King Nygard,1970-03-20,1259,92139,1,1195.0,1195.0,52,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Shanika Harlow,1994-06-13,2076,92113,1,1257.0,1257.0,28,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Zofia Knoles,1999-12-17,2470,92110,1,1495.0,1495.0,23,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Sylvester Um,1977-05-09,2196,92104,1,1947.0,1947.0,45,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Paulina Lefort,1970-05-22,1869,92129,1,1324.0,1324.0,52,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Johanne Behr,1900-01-01,1132,92104,1,1681.0,1681.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Sherell Burnley,1900-01-01,2116,92119,1,985.0,985.0,122,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Breanna Hodgkins,1966-04-20,241,92129,1,1213.0,1213.0,56,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Magaly Brummer,1900-01-01,1523,92154,1,1336.0,1336.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Machelle Studley,1956-05-19,1505,92114,1,1711.0,1711.0,66,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Pilar Dematteo,1966-11-13,1888,92110,1,999.0,999.0,56,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Marleen Avera,1980-04-09,1604,92115,1,1810.0,1810.0,42,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Tyesha Savell,1983-07-01,2338,92129,1,1845.0,1845.0,39,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Carlo Criner,1900-01-01,303,92127,1,777.0,777.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Katina Skillings,1983-09-11,1215,92131,1,1518.0,1518.0,39,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Sheryll Isenberg,1900-01-01,2128,92115,1,896.0,896.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Candace Yau,1988-03-27,283,92111,1,1594.0,1594.0,34,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Xavier Mennella,1900-01-01,2439,92119,1,1327.0,1327.0,122,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Deane Newcombe,1900-01-01,527,92127,1,1654.0,1654.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Stormy Eggert,1900-01-01,2182,92127,1,1914.0,1914.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Marybeth Gula,1966-05-05,1629,92109,1,1746.0,1746.0,56,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Rosa Helman,1962-03-05,1970,92113,1,1363.0,1363.0,60,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Fermin Nunley,1986-01-10,766,92145,1,1726.0,1726.0,36,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Evelynn Merkley,1900-01-01,748,92116,1,1312.0,1312.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Darren Tucker,1974-01-20,511,92101,1,1756.0,1756.0,48,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,low risk
Gwendolyn Licea,1991-08-12,894,92128,1,1358.0,1358.0,31,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Meghann Moorman,1981-11-01,1651,92119,1,855.0,855.0,41,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Zofia Bilodeau,2004-09-28,2468,92124,1,1665.0,1665.0,18,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Santiago Demaria,1979-08-08,2051,92128,1,2003.0,2003.0,43,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Emmanuel Fleisher,1900-01-01,700,92102,1,1893.0,1893.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Williemae Salomon,1900-01-01,2434,92126,1,1250.0,1250.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Gianna Propp,1900-01-01,845,92130,1,1227.0,1227.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Houston Pretty,1900-01-01,955,92128,1,1936.0,1936.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Adaline Santos,1986-08-22,8,92127,1,1446.0,1446.0,36,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Erich Corr,1900-01-01,708,92121,1,1367.0,1367.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Ethelene Monaco,1900-01-01,724,92109,1,1086.0,1086.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Patti Mauch,1900-01-01,1865,92117,1,1455.0,1455.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Jovan Pursley,1900-01-01,1161,92121,1,1708.0,1708.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Salvatore Brannon,1900-01-01,2034,92109,1,1179.0,1179.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Ismael Egli,1965-12-12,989,92139,1,1230.0,1230.0,57,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Isaac Ivery,2007-10-08,981,92119,1,1478.0,1478.0,15,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Gerard Jones,1900-01-01,838,92105,1,1431.0,1431.0,122,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,low risk
Susannah Camilleri,1900-01-01,2189,92109,1,1520.0,1520.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Ollie Zank,1900-01-01,1842,92106,1,1204.0,1204.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Otto Dizon,1984-05-07,1850,92104,1,1143.0,1143.0,38,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Jona Nicholson,1900-01-01,1140,92113,1,1794.0,1794.0,122,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Yessenia Willson,1996-10-09,2451,92121,1,1321.0,1321.0,26,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Chara Starkes,1976-10-17,365,92111,1,1781.0,1781.0,46,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Beatris Schneider,1900-01-01,185,92120,1,1514.0,1514.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Christin Svoboda,1984-09-17,395,92131,1,-275.55,1837.0,38,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Ramonita Mathewson,1900-01-01,1911,92139,1,1652.0,1652.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Rolande Westby,1900-01-01,1959,92107,1,1524.0,1524.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Hyo Seng,1900-01-01,964,92106,1,1600.0,1600.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Reuben Mateer,1986-05-20,1940,92109,1,2152.0,2152.0,36,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Marita Iannuzzi,1900-01-01,1600,92124,1,1713.0,1713.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Zachery Winford,1900-01-01,2465,92127,1,1503.0,1503.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Mallory Divito,1900-01-01,1543,92106,1,1592.0,1592.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Latricia Bartholow,1969-09-05,1343,92131,1,1464.0,1464.0,53,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Beryl Frison,1966-06-26,201,92117,1,1521.0,1521.0,56,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Wendie Urman,1900-01-01,2418,92123,1,1667.0,1667.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Hanna Maury,1987-11-22,908,92120,1,1364.0,1364.0,35,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Jesenia Vass,1900-01-01,1106,92107,1,1476.0,1476.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Eldridge Mccarver,1900-01-01,646,92120,1,784.0,784.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Faviola Marbury,1957-01-03,753,92117,1,1519.0,1519.0,65,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Yer Avey,1981-08-05,2449,92129,1,1308.0,1308.0,41,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Colette Letson,2004-09-17,438,92126,1,1492.0,1492.0,18,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Edna Kemplin,1900-01-01,629,92145,1,1706.0,1706.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Thalia Luera,1900-01-01,2258,92121,1,1823.0,1823.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Fernando Bordelon,1987-11-27,768,92105,1,1720.0,1720.0,35,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,low risk
Alden Vandever,1900-01-01,38,92124,1,1525.0,1525.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Keeley Bumgardner,1900-01-01,1227,92104,1,1422.0,1422.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Sumiko Melton,1976-04-04,2188,92127,1,1681.0,1681.0,46,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Tequila Sarro,1961-08-10,2242,92119,1,1566.0,1566.0,61,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Sherman Westberry,1981-09-05,2122,92123,1,2062.0,2062.0,41,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Natalie Fenton,1900-01-01,1759,92116,1,1940.0,1940.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Kiara Brathwaite,1982-04-07,1249,92121,1,1417.0,1417.0,40,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Gaynell Desjardin,1972-04-14,820,92131,1,1749.0,1749.0,50,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Vickey Bruggeman,1900-01-01,2379,92139,1,2066.0,2066.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Elliott Fong,1900-01-01,665,92145,1,1662.0,1662.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
