name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount
Gaylord Pergande,06/22/1970,819,92169,20120201,1719,1719
Luigi Chew,12/06/1979,1482,92182,20101001,1488,1488
Candyce Vandervoort,01/01/1900,291,92121,20120709,1798,1635
Rudy Stirling,04/02/2005,2008,92136,20110501,1362,1362
Merri Trees,08/18/1989,1677,92135,20110108,1456,1456
Tonie Laberge,04/11/1978,2302,92142,20111101,1660,1660
Annabel Rolph,07/04/1969,108,92147,20111201,1434,1434
Luisa Geibel,09/27/1982,1484,92130,20111001,1132,1132
Elmira Crudup,05/23/1992,670,92136,20101201,1818,1818
Veronica Ingalls,09/20/1984,2374,92192,11/10/2010,1545,1405
Fe Ditch,01/01/1900,757,92158,20100701,1244,1244
Kayleigh Marchant,11/04/1986,1225,92172,20100501,1538,1538
Chester Heron,01/01/1900,388,92120,20111201,2081,2081
Carmelina Burress,01/01/1900,308,92158,20110301,1362,1362
Mardell Skoglund,08/07/1982,1557,92162,20120301,1613,1613
Emmaline Isett,01/01/1900,699,92117,20110901,2018,2018
Rupert Hutchings,06/25/1997,2011,92177,20100801,1405,1405
Shanika Harlow,06/13/1994,2076,92113,04/01/2012,1257,1257
Aurora Mccarley,09/02/1970,168,92154,20110902,1531,1531
Hwa Teske,01/01/1900,961,92176,20100401,1012,1012
Wilber Haymon,12/15/1985,2419,92174,20120416,1519,1381
,Jenny Magby,01/26/1973,1099,92145,20111002,1427,1427
Ethelyn Joesph,01/01/1900,725,92109,20110801,1743,1743
Dwight Neisler,01/12/1983,617,92122,20110509,1284,1168
Paulette Currence,01/01/1900,1867,92176,20120301,1492,1492
Venessa Ishibashi,01/01/1900,2360,92132,20101006,1172,1172
Maura Acton,05/03/1980,1644,92115,20120601,1671,1671
Mack Perrault,01/01/1900,1507,92115,20120402,1599,1599
Vernetta Hennessy,01/01/1900,2369,92126,20110501,,1592
Jenee Lillie,01/01/1900,1089,92153,20111201,2057,2057
Giselle Hillhouse,09/12/1991,856,92147,20120802,1199,1199
Denny Webber,03/12/1989,563,92115,20100401,1886,1886
Wendell Blackmer,06/14/1977,2417,92164,20111111,1856,1688
Kurt Diver,04/22/1964,1290,92175,20110805,1506,1506
Malik Alexandre,11/02/1984,1541,92116,20110204,1508,1508
Nery Villafana,04/19/1980,1775,92101,02/24/2012,2187,1902
Carolina Keppel,07/09/2003,320,92172,20100306,1440,1440
,Freeman Strzelecki,19750320,807,92160,20120301,1789,1789
Chana Santamaria,07/04/1947,356,92167,20100301,1192,1192
Antonina Sokolowski,01/01/1900,123,92108,20120401,1293,1293
Emilio Niehaus,01/01/1900,695,92152,20110816,1459,1327
Aida Kittel,11/03/1972,26,92113,20111210,875,796
Alice Summerford,07/02/1971,52,92101,20120101,1026,1026
Lelah Capshaw,03/28/1986,1379,92169,20120325,2439,2121
Kandice Mayweather,01/01/1900,1189,92152,20110901,1478,1478
Kiara Paquet,05/08/1955,1250,92162,20101201,1266,1266
Wally Lavoie,02/06/1971,2401,92115,20111101,1693,1693
Graham Monaghan,19701203,876,92172,20100201,1563,1563
Annett Pooley,01/01/1900,116,92102,20110410,1742,1584
Chau Well,01/01/1900,376,92111,20110401,1191,1191
Lyman Deer,03/11/1970,1492,92128,20120903,1616,1616
Shera Caruthers,19860315,2113,92186,20101106,1515,1515
Yun Guimond,01/01/1900,2462,92160,11/01/2011,1461,1461
Sylvester Grief,01/01/1900,2195,92184,20100501,1751,1751
Oneida Broome,12/17/1965,1843,92107,20120401,1549,1549
Jeana Pace,04/05/1969,1076,92191,20111104,1429,1429
Eugenia Jaffe,01/01/1900,735,92129,20101004,1630,1630
Johnna Carpino,01/01/1900,1136,92174,20110801,1409,1409
Tinisha Metheny,01/01/1900,2280,92142,20120701,1230,1230
Bertha Dearman,01/01/1900,200,92122,20100301,1107,1107
Darin Greenwald,19971221,508,92166,20110801,1278,1278
Catrice Tyree,04/14/1978,340,92116,20110102,1364,1364
Rutha Harshaw,19650312,2016,92191,20100602,1717,1374
Earline Helmick,06/22/1989,620,92170,20110501,1204,1204
Verla Harlin,01/01/1900,2367,92163,08/01/2012,1391,1391
Debbie Holley,01/01/1900,530,92160,20100901,1753,1753
Ward Ealy,07/06/1957,2410,92147,20100201,1618,1618
Tawanna Porath,01/01/1900,2229,92113,20120201,1646,1646
Teresia Edling,01/01/1900,2244,92131,20110301,1769,1769
Arnette Crays,10/21/1989,150,92122,20100502,1452,1452
Jackie Hottinger,10/19/2010,1001,92194,20110503,1974,1974
Helga Deshon,01/01/1900,928,92149,20100701,2034,2034
Lynda Santucci,01/01/1900,1495,92199,20120501,1444,1444
Monique Tonkin,08/26/1976,1727,92184,20120605,1521,1521
Chery Sherrill,02/25/1988,385,92132,12/01/2010,1613,1613
Alleen Litz,19660719,59,92129,20120801,2055,2055
Germaine Ritzer,10/24/1978,839,92158,20120201,1428,1428
Freida Poirer,03/17/1957,808,92170,20100201,1096,1096
Joaquin Stephenson,09/20/1983,1120,92168,20110301,-224.55,1497
Alfred Virgen,01/19/1987,49,92159,20120101,1889,1889
Evonne Waltz,10/11/1996,750,92123,20100401,1752,1752
Sharolyn Martines,01/01/1900,2089,92116,01/01/2012,1834,1834
Rufus Repka,01/01/1900,2010,92147,20111201,1728,1728
Marinda Vitti,19770523,1597,92134,20110708,1470,1470
Eugenia Jaffe,01/01/1900,735,92129,20100501,1630,1630
,Abe Prophet,02/08/2014,4,92161,20110202,1143,1143
Frederica Keisler,02/26/1975,806,92165,20120701,1239,1239
Jared Cobble,19790111,1052,92175,20110307,1506,1506
Gwendolyn Licea,08/12/1991,894,92128,20110105,1358,1358
Rebekah Eichhorn,11/27/1953,1926,92152,20120901,1874,1874
Keenan Chung,10/13/1971,1230,92131,20110601,1357,1357
Birgit Strackbein,01/01/1900,214,92194,20100401,1662,1662
Sarah Hewes,04/06/1949,2053,92165,20120201,1323,1323
Ivan Berrey,03/13/1989,992,92113,20101205,1602,1282
Cherise Chaney,01/01/1900,383,92132,12/01/2011,1789,1789
Elliot Loera,01/01/1900,664,92179,20110101,1417,1417
Kori Lockamy,10/11/2011,1276,92174,20111101,2117,2117
Isabella Davisson,08/19/1972,982,92109,20101001,1494,1494
Germaine Shutts,01/01/1900,840,92123,20100801,1040,1040
Reyes Gullickson,07/23/2016,1941,92150,20101101,1625,1625
Ocie Mccomb,10/20/1976,1824,92196,20100601,1250,1250
Nichole Nethery,01/01/1900,1786,92123,20120617,1403,1220
Xiomara Blanks,08/15/1970,2440,92165,20120608,1974,1974
Kyla Meldrum,19680804,1293,92128,20110801,1208,1208
Mellissa Ardon,01/01/1900,1661,92176,20110901,1330,1330
Carolina Keppel,07/09/2003,320,92172,20120609,1584,1440
Roslyn Springs,01/01/1900,1993,92182,20120601,2167,2167
Sudie Galante,05/08/1957,2183,92105,01/06/2011,1208,1208
Halley Ellenburg,07/22/1990,901,92191,11/01/2010,1424,1424
Lizeth Mcpheeters,19000101,1434,92120,20120603,1579,1579
Mia Zarate,01/01/1900,1680,92192,20120901,1762,1762
Brande Buttner,07/10/1983,238,92134,01/03/2011,1443,1443
Merilyn Branscum,01/01/1900,1668,92115,20120501,1458,1458
King Nygard,03/20/1970,1259,92139,01/01/2012,1195,1195
Merry Quisenberry,02/27/1999,1678,92163,20111101,1485,1485
Vanesa Hetherington,05/14/1962,2357,92163,20100805,1445,1445
Mirella Milot,06/21/2003,1714,92192,20120111,1620,1473
,Lonna Meek,01/01/1900,1444,92194,20110110,1947,1770
Nicolas Ripley,19000101,1792,92138,20100201,1555,1555
Ryan Stanton,01/01/1900,2022,92174,20111102,1482,1482
Oscar Howarth,01/01/1900,1846,92182,20110902,1150,1150
Emile Farney,01/01/1900,690,92195,20120801,1540,1540
Korey Valasquez,01/01/1900,1273,92159,20110201,1366,1366
Valene Cortese,03/08/1979,2352,92123,20110503,1208,1208
Beryl Frison,06/26/1966,201,92117,20110101,1521,1521
Leida Yap,04/21/1988,1371,92124,20110401,1716,1716
Elly Escamilla,04/11/1970,668,92126,20120101,1994,1994
Ken Litchfield,07/24/1981,1243,92134,20100303,1859,1859
Penelope Alarcon,01/01/1900,1879,92169,20111205,1205,1205
Lynetta Soltani,01/01/1900,1498,92172,20110301,1316,1316
Verdie Domingo,12/15/1975,2363,92124,20101201,1634,1634
Giuseppina Payeur,03/03/1998,864,92177,20100701,1796,1796
Kasi Kilgo,01/01/1900,1209,92132,09/01/2012,1539,1539
Marci Whitelaw,01/01/1900,1555,92121,20120701,1689,1689
Sharda Weld,12/01/1989,2086,92133,20110709,2457,2234
,Shanel Sproles,01/17/1976,2074,92139,20120101,1757,1757
Caitlyn Kulesza,11/26/1987,270,92165,20100701,1448,1448
Harlan Colletti,04/22/1973,909,92105,20110501,1033,1033
,Kemberly Currence,01/01/1900,1236,92190,20110201,1902,1902
Earlean Cichon,01/01/1900,619,92104,20111214,1161,1056
Jackson Noland,07/11/2007,1004,92140,20120501,1393,1393
Jarrod Nowacki,01/01/1900,1055,92167,20110502,1347,1347
Josue Baden,19870721,1160,92112,20120801,1903,1903
Brant Spires,06/09/1974,239,92191,20110802,1900,1900
Gussie Cornette,03/04/1963,891,92139,02/01/2010,1971,1971
Adrien Schlagel,01/01/1900,16,92170,20120101,1369,1369
Kristal Meals,01/01/1900,1280,92134,20101022,2332,2028
Myrtle Ng,10/24/1983,1743,92177,20110501,1239,1239
Melvin Doe,01/01/1900,1665,92177,20120101,1353,1353
,Iesha Gaskamp,01/01/1900,967,92164,20100606,1481,1481
Rubye Hetherington,19000101,2005,92104,20100301,1548,1548
Jame Metzer,01/01/1900,1024,92194,20120701,1586,1586
Danny Charland,04/28/1989,494,92108,20100905,1333,1333
Myrna Larmon,02/09/1992,1741,92197,20100401,1669,1669
Marjory Kite,01/01/1900,1602,92145,20120501,1637,1637
Tyler Schlatter,01/01/1900,2342,92196,20110501,1326,1326
Ivan Berrey,03/13/1989,992,92113,20120810,1410,1282
Wilford Mackin,01/04/1965,2421,92158,20100201,1376,1376
Coleen Jeter,05/16/1974,434,92127,20100301,1208,1208
Dick Loaiza,05/06/1954,578,92113,20110101,-225.3,1502
Camila Mess,06/01/1973,279,92149,06/01/2010,1824,1824
Leisa Corriveau,11/11/1982,1377,92163,20111201,1497,1497
Caitlyn Lindsley,01/01/1900,271,92138,20111103,941,941
Felicia Quesnel,07/12/1975,762,92162,20100901,1781,1781
Raelene Freitas,01/01/1900,1907,92197,07/11/2012,2090,1900
Sharonda Abril,01/01/1900,2090,92169,20120910,1508,1371
Pricilla Janowski,01/16/1995,1896,92140,08/01/2010,1905,1905
Alyssa Mintz,01/01/1900,76,92198,20110901,1726,1726
Daisey Myles,01/14/1991,468,92139,20100401,896,896
,Lee Bickford,11/11/1972,1368,92158,20120114,1193,1085
Tamisha Trumbull,02/02/2002,2209,92174,20111201,1505,1505
Norman Easterwood,01/01/1900,1818,92115,20111101,1777,1777
Therese Carrier,19000101,2261,92196,20110401,1593,1593
Waneta Zaremba,10/18/1971,2405,92149,20100301,1588,1588
Eden Tibbals,02/25/1996,622,92134,20100202,1672,1672
Tameika Hamernik,12/25/1988,2204,92102,09/01/2010,1681,1681
Adrien Schlagel,01/01/1900,16,92170,20120501,1369,1369
Simone Tezeno,01/01/1900,2145,92177,20111101,1693,1693
Bobbi Guerette,11/04/1984,225,92129,20110712,2179,1981
Ocie Mccomb,10/20/1976,1824,92196,20101001,1250,1250
Vina Sheedy,19790410,2381,92122,20100301,2092,2092
Toshiko Sacco,01/01/1900,2310,92187,08/02/2011,,692
Willene Shears,01/01/1900,2429,92186,20111001,1662,1662
Ruthe Aleman,04/07/1979,2017,92133,20111001,675,675
Jesus Bedoya,01/01/1900,1111,92198,20100602,1238,1238
,Gala Griffis,04/27/1951,813,92195,20101201,1159,1159
Lynell Hermes,11/20/1971,1496,92117,20100401,1745,1745
Kirk Ricard,12/11/1973,1261,92122,20120701,1745,1745
Karima Germany,05/23/1951,1192,92154,06/01/2011,1321,1321
Ivan Berrey,03/13/1989,992,92113,20111214,1410,1282
Ngan Wickline,01/01/1900,1780,92113,20111201,1822,1822
Kacey Quesenberry,01/01/1900,1178,92139,20111203,1760,1760
Jaimie Tsang,01/01/1900,1015,92171,20101203,1578,1578
Lenita Setton,10/28/1982,1383,92170,20100409,1227,1116
Carl Hickerson,08/13/1950,300,92198,20100901,1697,1697
Oda Poirer,01/01/1900,1829,92197,20100301,1352,1352
Ivan Berrey,03/13/1989,992,92113,20120405,1282,1282
Sadie Selph,07/21/1987,2029,92191,20110308,1400,1400
,Jasper Vanleer,01/01/1900,1062,92119,05/01/2011,1591,1591
Coleen March,01/01/1900,435,92120,20110501,937,937
Terrilyn Giles,02/03/1963,2253,92196,20110801,1913,1913
Leola Derrickson,01/01/1900,1389,92171,20110701,,1421
Annett Pooley,01/01/1900,116,92102,20100810,1742,1584
Barton Twine,19570508,183,92154,20100301,1441,1441
Carmelita Ritzer,03/09/1969,311,92136,20110101,1471,1471
Oliva Jorgenson,01/01/1900,1840,92155,20120709,1877,1707
Kurt Diver,04/22/1964,1290,92175,20100208,1506,1506
Tyson High,11/13/1985,2349,92158,20100901,2182,2182
Kizzy Finkbeiner,11/22/1967,1271,92176,20110301,1369,1369
Ashton Girouard,19990219,156,92168,20100801,1135,1135
Leesa Lade,01/01/1900,1370,92162,20101106,1304,1304
Luanna Buchwald,01/05/1977,1468,92191,20110301,,1267
Alton Barber,06/03/1987,68,92179,20120901,1585,1585
Pedro Outland,10/06/1978,1876,92161,20110401,1204,1204
Janay Benny,11/21/1965,1028,92109,20120501,1731,1731
Luigi Bagwell,03/08/1985,1481,92124,20120201,1354,1354
Chieko Zamora,06/27/1965,390,92150,20100401,1956,1956
,Dana Mckamey,01/01/1900,480,92167,20100701,1656,1656
Fe Leader,01/01/1900,758,92195,20120601,1414,1414
Iva Bizzell,08/03/1964,990,92154,01/01/2011,1306,1306
Lala Vaca,04/02/1995,1311,92150,20100601,1672,1672
Sanora Bondy,05/25/2014,2047,92126,20100501,1374,1374
,Queen Heideman,05/21/1981,1900,92132,20111201,1305,1305
Sharonda Mackson,11/11/1987,2091,92132,20100206,1488,1488
,Mabel Sawicki,01/01/1900,1503,92111,20100701,1934,1934
Antonina Sokolowski,01/01/1900,123,92108,20111101,1293,1293
Clare Tilly,12/21/1956,407,92155,20120901,1723,1723
Kemberly Currence,01/01/1900,1236,92190,20120102,1902,1902
Michelle Grell,04/15/1971,1689,92111,20100901,1698,1698
Gerry Hitchman,01/01/1900,841,92108,20110901,1874,1874
Raymon Maul,09/28/1975,1919,92149,20120801,855,855
Candelaria Dibble,05/18/1958,285,92149,20101101,1185,1185
Jasper Vanleer,01/01/1900,1062,92119,04/01/2012,1591,1591
Jolanda Dambrosio,07/28/2000,1139,92109,20120101,1796,1796
Vernie Whitelaw,01/01/1900,2372,92168,20101001,1543,1543
Colene Fitts,07/08/1982,436,92139,20100201,1435,1435
Phillip Burden,19000101,1886,92121,20100609,1525,1387
Carter Kaczorowski,05/14/1968,330,92166,20120801,1448,1448
Boyd Silliman,01/01/1900,229,92175,20120206,1331,1065
Efren Wilk,19391005,634,92193,20101101,2298,2298
Ngoc Milner,08/02/1959,1781,92108,20100616,1930,1755
,Delfina Snider,19000101,538,92195,20120908,1555,1555
Tyler Schlatter,01/01/1900,2342,92196,20111201,1326,1326
Ahmed Lisby,01/15/1959,24,92103,20111001,1641,1641
Clemmie Lawrence,08/15/1958,422,92111,20110602,1171,1171
Nevada Buggs,01/01/1900,1776,92153,20120501,933,933
,Samella Leija,09/27/1980,2038,92120,20100901,1922,1922
Korey Ginther,10/01/1993,1272,92158,20110801,1007,1007
Candra Lerman,01/01/1900,289,92199,20110101,1316,1316
Leida Yap,04/21/1988,1371,92124,20100301,1716,1716
Tessie Calfee,01/01/1900,2257,92150,20110407,1348,1348
Foster Modeste,09/07/1968,792,92139,20110601,1359,1359
Tamiko Seago,03/04/2015,2208,92145,04/01/2010,1074,1074
Therese Faunce,12/22/1982,2262,92115,20120401,1392,1392
Jordon Shadley,01/01/1900,1147,92184,20110301,1467,1467
Dalia Sackett,01/01/1900,470,92165,06/01/2011,1804,1804
Jesse Doonan,02/07/1980,1108,92170,20120706,-265.8,1772
Porter Stagner,01/01/1900,1893,92130,20120801,1065,1065
Grayce Venuti,19000101,880,92152,20110710,2041,1856
Cleta Kinsman,12/05/1988,426,92142,20100401,1179,1179
Wanetta Fyfe,01/01/1900,2408,92113,20110601,1916,1916
Evelynn Merkley,01/01/1900,748,92116,20110501,1312,1312
Magali Spade,01/01/1900,1522,92137,20110224,1882,1637
Marcie Hunton,01/01/1900,1553,92165,20110801,1523,1523
Janeen Dollison,01/01/1900,1029,92111,20100704,1561,1561
Delora Conlee,01/01/1900,546,92162,20110316,1338,1217
Angelika Halberg,09/24/1968,95,92101,20110907,1240,1240
Weldon Strunk,01/01/1900,2416,92159,20100201,1436,1436
Clarine Moshier,01/01/1900,411,92165,11/01/2011,1760,1760
Shayne Urick,01/01/1900,2106,92196,20100601,1417,1417
Julee Howell,02/20/1986,1166,92175,20110401,1549,1549
Katherina Audia,01/01/1900,1211,92139,20110405,1146,1146
Lettie Caron,01/26/2002,1409,92161,20111007,1585,1585
Precious Courtemanche,04/19/1972,1895,92186,20111101,1638,1638
Pearly Shipe,01/01/1900,1875,92127,20110301,1470,1470
Jared Cobble,19790111,1053,92128,20120203,1665,1665
Gretchen Corbo,08/01/1974,888,92166,20110301,1211,1211
Mirta Nicolson,19000101,1716,92152,20110601,1175,1175
Agnus Abadie,11/11/2000,19,92177,20120101,1599,1599
Alica Lomax,06/23/1973,50,92130,20110601,1335,1335
,Aimee Macke,05/21/1959,28,92147,20110605,1318,1318
Dolores Segundo,11/26/1979,589,92111,20111201,2006,2006
Vita Lizaola,10/21/1976,2391,92105,20120602,1125,1125
Onita Saylor,01/01/1900,1845,92142,10/02/2012,1052,842
Glady Bonanno,01/01/1900,866,92113,20120102,1661,1661
Mack Cheesman,01/01/1900,1506,92195,20100601,906,906
Isaiah Clayton,01/01/1900,985,92166,07/08/2011,1854,1854
,Selene Giraud,01/01/1900,2060,92150,20110701,1287,1287
Tawny Lipsey,19841208,2231,92139,20110301,1356,1356
Jackson Noland,07/11/2007,1004,92140,20111201,1393,1393
Bruna Stearns,11/18/2010,252,92190,20110301,1576,1576
Steve Mcgirt,06/22/1963,2180,92123,20120406,1080,1080
Tabatha Wysong,01/01/1900,2197,92174,20110901,1630,1630
Myrtle Ng,10/24/1983,1743,92177,20110401,1239,1239
Karry Cesare,10/24/1981,1201,92174,20110101,1535,1535
Shiela Fremont,02/19/2004,2131,92175,20111121,1651,1436
Teisha Lanphere,01/01/1900,2235,92140,04/01/2011,1717,1717
Cherise Chaney,01/01/1900,383,92132,08/01/2011,1789,1789
Corine Modzelewski,01/01/1900,448,92103,20120803,1928,1928
Mariette Frink,01/01/1900,1587,92116,20120711,,1933
Marcell Oliva,01/19/1994,1550,92193,20100801,1107,1107
Breanna Bowden,02/20/1964,240,92167,20100901,1623,1623
Eva Bamburg,01/01/1900,743,92123,20120601,1398,1398
Lauren Bittle,01/01/1900,1348,92122,20101001,1408,1408
Gregg Millsap,01/01/1900,884,92107,20111101,1681,1681
Jeff Mckeller,01/01/1900,1086,92110,20100212,1256,1142
Thomas Baumeister,09/23/1958,2266,92108,20110401,1580,1580
Aimee Macke,05/21/1959,28,92147,20100607,1318,1318
Deonna Wildes,01/01/1900,565,92140,20101201,1474,1474
Queen Hy,01/01/1900,1901,92155,20120501,1274,1274
Mariano Vereen,08/28/1989,1576,92158,20120605,2352,1882
Jaymie Eutsey,09/15/1977,1067,92108,20100601,2188,2188
Jacquelyn Sergent,01/01/1900,1008,92179,20100201,1764,1764
Arturo Heinrich,11/22/2000,154,92179,20101001,2125,2125
Catrina Constantine,01/01/1900,341,92169,20100701,2079,2079
Angelika Lamorte,19000101,96,92129,04/01/2011,1103,1103
Precious Courtemanche,04/19/1972,1895,92186,20101002,1638,1638
Lavonne Louque,05/24/1974,1356,92140,05/01/2012,1468,1468
Sharron Frizzell,01/01/1900,2094,92195,20100901,824,824
Remona Brobst,19000101,1933,92164,20120611,1279,1163
Trang Mazzariello,01/01/1900,2317,92197,20110601,1970,1970
Lizabeth Roof,08/21/1982,1433,92198,20110201,1721,1721
Candra Lerman,01/01/1900,289,92199,20120601,1316,1316
Jamila Decuir,01/01/1900,1025,92110,20120302,1334,1334
Flo Heidecker,11/06/1983,780,92195,20101001,1428,1428
Sulema Scheffler,03/20/1987,2187,92107,10/01/2011,1652,1652
Emmanuel Fleisher,01/01/1900,700,92102,20120301,1893,1893
Elva Serfass,01/01/1900,677,92101,20100211,1393,1267
Sam Ransdell,08/22/1968,2040,92122,03/01/2011,1438,1438
Margurite Talley,01/01/1900,1573,92170,20110102,1501,1501
Leif Ogburn,04/23/1968,1372,92139,20120901,928,928
Lizzette Krajewski,12/18/2006,1436,92147,20110109,2128,1935
Corrin Mask,01/01/1900,451,92103,20120901,1528,1528
Miki Harnage,01/01/1900,1698,92129,20110301,1460,1460
Lizabeth Roof,08/21/1982,1433,92198,20100301,1721,1721
,Sparkle Manus,01/01/1900,2165,92115,20110305,1642,1314
Krysten Lanman,11/13/1939,1284,92138,20100801,1169,1169
Susanne Haug,01/01/1900,2191,92163,20120901,1767,1767
Tobias Zirkind,01/01/1900,2286,92130,20111001,1109,1109
Vernetta Hennessy,01/01/1900,2369,92126,20110301,1592,1592
Tiny Whidbee,01/01/1900,2282,92101,20120701,2018,2018
Holli Gilliard,03/21/1992,944,92197,20110901,1768,1768
Josphine Shead,01/01/1900,1159,92167,20100401,1714,1714
Rose Marin,01/01/1900,1989,92176,20110815,2123,1930
Yuki Uhler,08/19/1962,2460,92193,20100501,1482,1482
Darwin Domenick,01/01/1900,515,92193,20110401,932,932
,Emilio Niehaus,01/01/1900,695,92152,20111214,1658,1327
Kylie Beumer,01/01/1900,1299,92171,20110801,1687,1687
Reinaldo Kuykendall,01/01/1900,1929,92166,06/07/2012,1733,1733
Renita Delao,01/01/1900,1936,92155,20111201,1598,1598
Kristy Pitt,01/01/1900,1282,92131,12/03/2011,1865,1865
Elsa Vivas,01/01/1900,674,92165,20120401,1131,1131
Natalya Favors,04/20/1982,1761,92114,09/01/2011,609,609
Selene Ellman,19721008,2059,92168,20111101,1722,1722
Jerilyn Dunson,01/01/1900,1100,92187,20110902,928,928
Chastity Dowell,03/20/1991,372,92172,20100201,1484,1484
Tonie Laberge,04/11/1978,2302,92142,20101101,1660,1660
Noelia Weckerly,01/04/1978,1805,92177,20111001,1344,1344
Krysten Scruggs,01/01/1900,1285,92111,20101001,1824,1824
Kali Gorecki,06/16/1958,1185,92149,20110923,1307,1137
Katelynn Genao,04/10/1988,1210,92187,20100605,1440,1440
Leona Dimond,20050905,1393,92140,20100601,1751,1751
Rosaura Lamorte,01/02/1980,1984,92136,20100401,1930,1930
Chelsie Dunmore,10/07/1983,378,92171,20120105,1708,1367
Deonna Wildes,01/01/1900,565,92140,20100501,1474,1474
Gita Ricca,01/28/1994,857,92169,09/01/2010,854,854
Ursula Celestine,07/05/1989,2350,92166,20110701,1667,1667
Williams Banh,09/04/1984,2432,92166,01/02/2012,1460,1460
Tara Noll,10/08/1972,2224,92162,20120613,1584,1440
Heather Kosinski,01/01/1900,924,92176,20120701,1524,1524
,Madison Frankum,19000101,1517,92131,20110301,1718,1718
Cassy Heuer,09/20/2003,336,92196,20110401,1976,1976
Rebekah Eichhorn,11/27/1953,1926,92152,20100901,1874,1874
Emmaline Isett,01/01/1900,699,92117,20120101,2018,2018
Cleta Kinsman,12/05/1988,427,92169,20100906,1861,1861
Jene Aguiar,01/01/1900,1087,92135,20110603,1051,1051
Dessie Townson,09/25/1999,572,92124,20111019,1644,1430
